Ligand,Receptor,Ligand.Cluster,Receptor.Cluster,isReceptor_fst,isReceptor_scn,MeanLR
CALM2,MYLK,Neural,Fibroblast,False,False,2.406
JAM3,JAM3,Myeloid,Myeloid,False,False,2.185
PSEN1,CD44,MSC,Fibroblast,False,True,2.397
HAS2,CD44,Fibroblast,Fibroblast,False,True,2.4
CALM1,INSR,Neural,MSC,False,True,2.609
TGFB1,TGFBR1,MSC,MSC,False,True,2.334
CALM1,MYLK,Neural,Fibroblast,False,False,2.637
CALM3,SELL,Neural,Megakaryocyte,False,False,2.406
CD44,MET,Fibroblast,Fibroblast,True,True,2.47
CALM3,MYLK,Neural,Fibroblast,False,False,2.411
PIGK,AMFR,MSC,Fibroblast,False,False,2.3369999999999997
SDC1,MET,MSC,Fibroblast,False,True,2.577
CALM3,INSR,Neural,MSC,False,True,2.383
PSEN1,NOTCH2,MSC,MSC,False,True,2.418
PSEN1,NOTCH2,MSC,Fibroblast,False,True,2.3890000000000002
NAMPT,INSR,Neural,MSC,False,True,2.334
NAMPT,INSR,MSC,MSC,False,True,2.513
CCL5,SDC1,Fibroblast,MSC,False,False,2.38
CCL5,SDC1,Megakaryocyte,MSC,False,False,2.459
THBS1,SDC1,Neural,MSC,False,False,2.366
THBS1,SDC1,MSC,MSC,False,False,2.539
HRAS,SDC2,Fibroblast,MSC,False,False,2.787
HRAS,SDC2,Fibroblast,Fibroblast,False,False,2.521
CALM1,SELL,Neural,Megakaryocyte,False,False,2.6319999999999997
CALM1,SELL,Neural,Myeloid,False,False,2.485
UBA52,TGFBR1,Megakaryocyte,Neural,False,True,2.421
UBA52,TGFBR1,Megakaryocyte,MSC,False,True,2.412
ADIPOR1,ADIPOR2,Neural,Neural,True,True,2.171
ADIPOR1,ADIPOR2,Fibroblast,Neural,True,True,2.157
FZR1,PTPRM,Neural,MSC,False,True,2.463
FZR1,PTPRM,MSC,MSC,False,True,2.56
CALM1,PTPRA,Neural,Neural,False,False,2.526
CALM1,PTPRA,Neural,MSC,False,False,2.6060000000000003
TNFSF12,TNFRSF12A,Neural,Fibroblast,False,True,2.39
TNFSF12,TNFRSF12A,MSC,Fibroblast,False,True,2.596
CALM2,INSR,Neural,MSC,False,True,2.378
CALM2,INSR,MSC,MSC,False,True,2.3369999999999997
ADAM15,ITGA5,MSC,Fibroblast,False,True,2.6069999999999998
ADAM15,ITGA5,Fibroblast,Fibroblast,False,True,2.679
ADAM15,ITGA5,Megakaryocyte,Fibroblast,False,True,2.444
IGF2R,INSR,MSC,MSC,True,True,2.46
IGF2R,INSR,Megakaryocyte,MSC,True,True,2.434
IGF2R,INSR,Megakaryocyte,Myeloid,True,True,2.276
IGF2R,IGF2R,Megakaryocyte,MSC,True,True,2.4459999999999997
IGF2R,IGF2R,MSC,Megakaryocyte,True,True,2.4459999999999997
IGF2R,IGF2R,Megakaryocyte,Megakaryocyte,True,True,2.421
WNT5A,RYK,Neural,MSC,False,True,2.355
WNT5A,RYK,Fibroblast,MSC,False,True,2.513
WNT5A,RYK,Fibroblast,Myeloid,False,True,2.32
HRAS,CAV1,MSC,Fibroblast,False,False,2.479
HRAS,CAV1,Fibroblast,MSC,False,False,2.633
HRAS,CAV1,Fibroblast,Fibroblast,False,False,2.779
PSEN1,NCSTN,Neural,MSC,False,False,2.5469999999999997
PSEN1,NCSTN,MSC,MSC,False,False,2.594
PSEN1,NCSTN,Fibroblast,MSC,False,False,2.497
TGFB1,CAV1,Neural,Fibroblast,False,False,2.441
TGFB1,CAV1,MSC,Fibroblast,False,False,2.569
TGFB1,CAV1,Fibroblast,Fibroblast,False,False,2.5610000000000004
COL4A1,CD47,MSC,MSC,False,True,2.523
COL4A1,CD47,Fibroblast,MSC,False,True,2.595
COL4A1,CD47,Fibroblast,Megakaryocyte,False,True,2.457
TGM2,ITGB1,MSC,MSC,False,True,2.525
TGM2,ITGB1,Fibroblast,MSC,False,True,2.813
TGM2,ITGB1,Fibroblast,Fibroblast,False,True,2.658
ADAM12,ITGB1,MSC,MSC,False,True,2.5980000000000003
ADAM12,ITGB1,Fibroblast,MSC,False,True,2.7319999999999998
ADAM12,ITGB1,Fibroblast,Fibroblast,False,True,2.576
HMGB1,SDC1,MSC,MSC,False,False,2.5660000000000003
HMGB1,SDC1,MSC,Fibroblast,False,False,2.395
HMGB1,SDC1,Megakaryocyte,MSC,False,False,2.541
VEGFA,GPC1,MSC,Fibroblast,False,False,2.457
VEGFA,GPC1,Fibroblast,Fibroblast,False,False,2.387
VEGFA,GPC1,Myeloid,Fibroblast,False,False,2.971
DCUN1D1,MET,MSC,Fibroblast,False,True,2.3569999999999998
DCUN1D1,MET,Myeloid,Fibroblast,False,True,2.2640000000000002
DCUN1D1,MET,MSC,Myeloid,False,True,2.2
SDC1,HSPG2,MSC,MSC,False,False,2.589
SDC1,HSPG2,MSC,Fibroblast,False,False,2.471
SDC1,HSPG2,Fibroblast,MSC,False,False,2.418
COL8A1,ITGA1,Neural,MSC,False,True,2.44
COL8A1,ITGA1,MSC,MSC,False,True,2.562
COL8A1,ITGA1,Fibroblast,MSC,False,True,2.5860000000000003
LAMC1,ITGA1,Neural,MSC,False,True,2.489
LAMC1,ITGA1,MSC,MSC,False,True,2.7030000000000003
LAMC1,ITGA1,Fibroblast,MSC,False,True,2.641
CALM1,FAS,Neural,Neural,False,True,2.441
CALM1,FAS,Neural,MSC,False,True,2.548
CALM1,FAS,Neural,Fibroblast,False,True,2.441
DKK1,LRP6,Fibroblast,Neural,False,True,2.39
DKK1,LRP6,Fibroblast,MSC,False,True,2.4419999999999997
DKK1,LRP6,Fibroblast,Fibroblast,False,True,2.34
FZR1,ITGAE,Neural,Fibroblast,False,True,2.458
FZR1,ITGAE,MSC,Fibroblast,False,True,2.555
FZR1,ITGAE,Fibroblast,Fibroblast,False,True,2.408
COL4A1,ITGA1,Neural,MSC,False,True,2.4290000000000003
COL4A1,ITGA1,MSC,MSC,False,True,2.602
COL4A1,ITGA1,Fibroblast,MSC,False,True,2.675
LTBP1,ITGB5,Neural,MSC,False,True,2.425
LTBP1,ITGB5,MSC,MSC,False,True,2.6010000000000004
LTBP1,ITGB5,Fibroblast,MSC,False,True,2.503
GABPB1,TFR2,MSC,Neural,False,True,2.387
GABPB1,TFR2,MSC,MSC,False,True,2.387
GABPB1,TFR2,MSC,Fibroblast,False,True,2.451
GABPB1,TFR2,MSC,Megakaryocyte,False,True,2.387
SERPINE1,ITGB5,Neural,MSC,False,True,2.444
SERPINE1,ITGB5,MSC,MSC,False,True,2.444
SERPINE1,ITGB5,Fibroblast,MSC,False,True,2.602
SERPINE1,ITGB5,Megakaryocyte,MSC,False,True,2.444
IGF1,IGF2R,MSC,Neural,False,True,2.544
IGF1,IGF2R,MSC,MSC,False,True,2.7060000000000004
IGF1,IGF2R,MSC,Fibroblast,False,True,2.544
IGF1,IGF2R,MSC,Megakaryocyte,False,True,2.681
TGFB1,TGFBR3,Neural,MSC,False,True,2.415
TGFB1,TGFBR3,MSC,MSC,False,True,2.542
TGFB1,TGFBR3,Fibroblast,MSC,False,True,2.5340000000000003
TGFB1,TGFBR3,Megakaryocyte,MSC,False,True,2.415
ADAM10,AXL,Neural,Fibroblast,False,True,2.51
ADAM10,AXL,MSC,Fibroblast,False,True,2.648
ADAM10,AXL,Myeloid,Fibroblast,False,True,3.0069999999999997
ADAM10,AXL,Myeloid,Megakaryocyte,False,True,2.843
FN1,NT5E,Fibroblast,Neural,False,False,2.784
FN1,NT5E,Fibroblast,MSC,False,False,3.0039999999999996
FN1,NT5E,Fibroblast,Fibroblast,False,False,2.9410000000000003
FN1,NT5E,Fibroblast,Megakaryocyte,False,False,2.784
TGFB1,ENG,MSC,MSC,False,False,2.383
TGFB1,ENG,MSC,Fibroblast,False,False,2.375
TGFB1,ENG,Fibroblast,MSC,False,False,2.375
TGFB1,ENG,Fibroblast,Fibroblast,False,False,2.367
APP,GPC1,MSC,Neural,False,False,2.613
APP,GPC1,MSC,MSC,False,False,2.679
APP,GPC1,MSC,Fibroblast,False,False,2.7710000000000004
APP,GPC1,MSC,Megakaryocyte,False,False,2.613
MMP2,SDC2,MSC,MSC,False,False,2.653
MMP2,SDC2,Fibroblast,Neural,False,False,2.576
MMP2,SDC2,Fibroblast,MSC,False,False,2.9210000000000003
MMP2,SDC2,Fibroblast,Fibroblast,False,False,2.655
SDC1,TNC,Neural,MSC,False,False,2.594
SDC1,TNC,MSC,MSC,False,False,2.844
SDC1,TNC,Fibroblast,MSC,False,False,2.673
SDC1,TNC,Megakaryocyte,MSC,False,False,2.594
NID1,PTPRF,MSC,Neural,False,True,2.827
NID1,PTPRF,MSC,MSC,False,True,2.74
NID1,PTPRF,MSC,Fibroblast,False,True,2.677
NID1,PTPRF,MSC,Megakaryocyte,False,True,2.677
CTHRC1,FZD5,Fibroblast,Neural,False,True,2.479
CTHRC1,FZD5,Fibroblast,MSC,False,True,2.7110000000000003
CTHRC1,FZD5,Fibroblast,Fibroblast,False,True,2.479
CTHRC1,FZD5,Fibroblast,Myeloid,False,True,2.479
TNFSF12,TNFRSF25,MSC,Neural,False,True,2.371
TNFSF12,TNFRSF25,MSC,MSC,False,True,2.562
TNFSF12,TNFRSF25,MSC,Megakaryocyte,False,True,2.519
TNFSF12,TNFRSF25,Fibroblast,MSC,False,True,2.3569999999999998
COL1A1,ITGA11,Fibroblast,Neural,False,True,2.75
COL1A1,ITGA11,Fibroblast,MSC,False,True,2.839
COL1A1,ITGA11,Fibroblast,Fibroblast,False,True,2.9
COL1A1,ITGA11,Fibroblast,Megakaryocyte,False,True,2.75
SEMA4C,PLXNB2,Neural,MSC,True,True,2.565
SEMA4C,PLXNB2,MSC,MSC,True,True,2.752
SEMA4C,PLXNB2,Fibroblast,MSC,True,True,2.6430000000000002
SEMA4C,PLXNB2,Megakaryocyte,MSC,True,True,2.565
COL5A2,ITGA1,Neural,MSC,False,True,2.428
COL5A2,ITGA1,MSC,MSC,False,True,2.6069999999999998
COL5A2,ITGA1,Fibroblast,MSC,False,True,2.552
COL5A2,ITGA1,Megakaryocyte,MSC,False,True,2.428
TGFB1,SDC2,Neural,MSC,False,False,2.449
TGFB1,SDC2,MSC,MSC,False,False,2.577
TGFB1,SDC2,Fibroblast,MSC,False,False,2.568
TGFB1,SDC2,Megakaryocyte,MSC,False,False,2.449
PRSS23,TMEM222,MSC,Neural,False,False,2.504
PRSS23,TMEM222,MSC,MSC,False,False,2.6830000000000003
PRSS23,TMEM222,MSC,Fibroblast,False,False,2.654
PRSS23,TMEM222,MSC,Megakaryocyte,False,False,2.6319999999999997
ADAM15,ITGB1,MSC,MSC,False,True,2.645
ADAM15,ITGB1,Fibroblast,MSC,False,True,2.716
ADAM15,ITGB1,MSC,Fibroblast,False,True,2.489
ADAM15,ITGB1,Fibroblast,Fibroblast,False,True,2.56
COL6A3,ITGA1,Neural,MSC,False,True,2.432
COL6A3,ITGA1,MSC,MSC,False,True,2.617
COL6A3,ITGA1,Fibroblast,MSC,False,True,2.44
COL6A3,ITGA1,Megakaryocyte,MSC,False,True,2.475
GNAI2,S1PR1,Fibroblast,Megakaryocyte,False,True,2.4290000000000003
GNAI2,S1PR1,Myeloid,Neural,False,True,2.676
GNAI2,S1PR1,Myeloid,Megakaryocyte,False,True,2.824
GNAI2,S1PR1,Myeloid,Myeloid,False,True,2.676
NT5E,TNC,Neural,MSC,False,False,2.589
NT5E,TNC,MSC,MSC,False,False,2.81
NT5E,TNC,Fibroblast,MSC,False,False,2.747
NT5E,TNC,Megakaryocyte,MSC,False,False,2.589
RSPO1,LRP6,MSC,Neural,False,True,2.741
RSPO1,LRP6,MSC,MSC,False,True,2.7939999999999996
RSPO1,LRP6,MSC,Fibroblast,False,True,2.6910000000000003
RSPO1,LRP6,MSC,Megakaryocyte,False,True,2.6910000000000003
VEGFB,NRP1,Neural,MSC,False,True,2.542
VEGFB,NRP1,MSC,MSC,False,True,2.687
VEGFB,NRP1,Fibroblast,MSC,False,True,2.6210000000000004
VEGFB,NRP1,Megakaryocyte,MSC,False,True,2.542
MFNG,NOTCH2,MSC,MSC,False,True,2.372
MFNG,NOTCH2,Megakaryocyte,Neural,False,True,2.36
MFNG,NOTCH2,Megakaryocyte,MSC,False,True,2.542
MFNG,NOTCH2,Megakaryocyte,Fibroblast,False,True,2.513
ADAM12,SDC4,Neural,MSC,False,False,2.511
ADAM12,SDC4,MSC,MSC,False,False,2.614
ADAM12,SDC4,Fibroblast,MSC,False,False,2.748
ADAM12,SDC4,Fibroblast,Myeloid,False,False,2.381
SERPINE1,PLAUR,Neural,MSC,False,True,2.6
SERPINE1,PLAUR,MSC,MSC,False,True,2.6
SERPINE1,PLAUR,Fibroblast,MSC,False,True,2.7569999999999997
SERPINE1,PLAUR,Megakaryocyte,MSC,False,True,2.6
PKM,CD44,Fibroblast,Neural,False,True,2.4930000000000003
PKM,CD44,Fibroblast,MSC,False,True,2.549
PKM,CD44,Fibroblast,Fibroblast,False,True,2.6830000000000003
PKM,CD44,Fibroblast,Megakaryocyte,False,True,2.5839999999999996
SDC1,MDK,Neural,MSC,False,False,2.9019999999999997
SDC1,MDK,MSC,MSC,False,False,3.1519999999999997
SDC1,MDK,Fibroblast,MSC,False,False,2.9810000000000003
SDC1,MDK,Megakaryocyte,MSC,False,False,2.9019999999999997
SERPINE1,LRP1,Neural,MSC,False,True,2.825
SERPINE1,LRP1,MSC,MSC,False,True,2.825
SERPINE1,LRP1,Fibroblast,MSC,False,True,2.983
SERPINE1,LRP1,Megakaryocyte,MSC,False,True,2.825
TIMP3,ADAM17,Neural,MSC,False,False,2.455
TIMP3,ADAM17,MSC,MSC,False,False,2.679
TIMP3,ADAM17,Fibroblast,MSC,False,False,2.513
TIMP3,ADAM17,Megakaryocyte,MSC,False,False,2.455
COL5A1,ITGB1,Neural,MSC,False,True,2.463
COL5A1,ITGB1,MSC,MSC,False,True,2.517
COL5A1,ITGB1,Fibroblast,MSC,False,True,2.753
COL5A1,ITGB1,Fibroblast,Fibroblast,False,True,2.597
SERPINA1,LRP1,Neural,MSC,False,True,2.826
SERPINA1,LRP1,MSC,MSC,False,True,2.929
SERPINA1,LRP1,Fibroblast,MSC,False,True,2.826
SERPINA1,LRP1,Megakaryocyte,MSC,False,True,2.9739999999999998
COL1A1,ITGA5,Fibroblast,Neural,False,True,2.7439999999999998
COL1A1,ITGA5,Fibroblast,MSC,False,True,2.8089999999999997
COL1A1,ITGA5,Fibroblast,Fibroblast,False,True,3.07
COL1A1,ITGA5,Fibroblast,Megakaryocyte,False,True,2.7439999999999998
ANGPT1,ITGA5,MSC,Neural,False,True,2.6839999999999997
ANGPT1,ITGA5,MSC,MSC,False,True,2.7489999999999997
ANGPT1,ITGA5,MSC,Fibroblast,False,True,3.01
ANGPT1,ITGA5,MSC,Megakaryocyte,False,True,2.6839999999999997
COL6A2,ITGB1,MSC,MSC,False,True,2.7569999999999997
COL6A2,ITGB1,Fibroblast,MSC,False,True,2.59
COL6A2,ITGB1,Megakaryocyte,MSC,False,True,2.411
COL6A2,ITGB1,MSC,Fibroblast,False,True,2.6010000000000004
LPL,SDC1,MSC,Neural,False,False,2.805
LPL,SDC1,MSC,MSC,False,False,3.055
LPL,SDC1,MSC,Fibroblast,False,False,2.884
LPL,SDC1,MSC,Megakaryocyte,False,False,2.805
SERPINE2,LRP1,Neural,MSC,False,True,2.7769999999999997
SERPINE2,LRP1,MSC,MSC,False,True,2.9219999999999997
SERPINE2,LRP1,Fibroblast,MSC,False,True,3.0189999999999997
SERPINE2,LRP1,Megakaryocyte,MSC,False,True,2.7769999999999997
LRPAP1,VLDLR,MSC,Neural,False,True,2.455
LRPAP1,VLDLR,MSC,MSC,False,True,2.406
LRPAP1,VLDLR,MSC,Fibroblast,False,True,2.406
LRPAP1,VLDLR,MSC,Megakaryocyte,False,True,2.406
DUSP18,ITGA1,Neural,MSC,False,True,2.471
DUSP18,ITGA1,MSC,MSC,False,True,2.471
DUSP18,ITGA1,Fibroblast,MSC,False,True,2.55
DUSP18,ITGA1,Megakaryocyte,MSC,False,True,2.471
WNT5A,FZD5,Neural,MSC,False,True,2.386
WNT5A,FZD5,MSC,MSC,False,True,2.46
WNT5A,FZD5,Fibroblast,MSC,False,True,2.543
WNT5A,FZD5,Fibroblast,Myeloid,False,True,2.311
LPL,VLDLR,MSC,Neural,False,True,2.875
LPL,VLDLR,MSC,MSC,False,True,2.825
LPL,VLDLR,MSC,Fibroblast,False,True,2.825
LPL,VLDLR,MSC,Megakaryocyte,False,True,2.825
THBS1,CD47,Neural,MSC,False,True,2.336
THBS1,CD47,MSC,MSC,False,True,2.51
THBS1,CD47,MSC,Megakaryocyte,False,True,2.371
THBS1,CD47,Fibroblast,MSC,False,True,2.385
TFPI,VLDLR,MSC,Neural,False,True,2.612
TFPI,VLDLR,MSC,MSC,False,True,2.562
TFPI,VLDLR,MSC,Fibroblast,False,True,2.562
TFPI,VLDLR,MSC,Megakaryocyte,False,True,2.562
TNC,ITGA5,MSC,Neural,False,True,2.569
TNC,ITGA5,MSC,MSC,False,True,2.634
TNC,ITGA5,MSC,Fibroblast,False,True,2.895
TNC,ITGA5,MSC,Megakaryocyte,False,True,2.569
LILRB1,HLA-G,Neural,Myeloid,True,True,2.85
LILRB1,HLA-G,MSC,Myeloid,True,True,2.85
LILRB1,HLA-G,Fibroblast,Myeloid,True,True,2.85
LILRB1,HLA-G,Megakaryocyte,Myeloid,True,True,2.85
LILRB1,HLA-G,Myeloid,Myeloid,True,True,2.85
COL6A3,ITGB1,Neural,MSC,False,True,2.471
COL6A3,ITGB1,MSC,MSC,False,True,2.655
COL6A3,ITGB1,Fibroblast,MSC,False,True,2.479
COL6A3,ITGB1,Megakaryocyte,MSC,False,True,2.5140000000000002
COL6A3,ITGB1,MSC,Fibroblast,False,True,2.5
FBLN1,ITGB1,MSC,Neural,False,True,2.69
FBLN1,ITGB1,MSC,MSC,False,True,3.145
FBLN1,ITGB1,Fibroblast,MSC,False,True,2.494
FBLN1,ITGB1,MSC,Fibroblast,False,True,2.99
FBLN1,ITGB1,MSC,Megakaryocyte,False,True,2.867
LAMC1,ITGAV,MSC,Neural,False,True,2.397
LAMC1,ITGAV,MSC,MSC,False,True,2.397
LAMC1,ITGAV,MSC,Fibroblast,False,True,2.397
LAMC1,ITGAV,MSC,Megakaryocyte,False,True,2.397
LAMC1,ITGAV,MSC,Myeloid,False,True,2.397
LAMC1,ITGB1,Neural,MSC,False,True,2.528
LAMC1,ITGB1,MSC,MSC,False,True,2.741
LAMC1,ITGB1,Fibroblast,MSC,False,True,2.68
LAMC1,ITGB1,MSC,Fibroblast,False,True,2.5860000000000003
LAMC1,ITGB1,Fibroblast,Fibroblast,False,True,2.524
SEMA4A,PLXND1,Neural,MSC,False,True,2.418
SEMA4A,PLXND1,MSC,Neural,False,True,2.352
SEMA4A,PLXND1,MSC,MSC,False,True,2.61
SEMA4A,PLXND1,Fibroblast,MSC,False,True,2.418
SEMA4A,PLXND1,Myeloid,MSC,False,True,2.418
SGPP1,ITGA4,Neural,Megakaryocyte,False,True,2.6060000000000003
SGPP1,ITGA4,MSC,Megakaryocyte,False,True,2.6060000000000003
SGPP1,ITGA4,Fibroblast,Megakaryocyte,False,True,2.6060000000000003
SGPP1,ITGA4,Megakaryocyte,Megakaryocyte,False,True,2.6060000000000003
SGPP1,ITGA4,Myeloid,Megakaryocyte,False,True,2.6060000000000003
ADAM17,ITGB1,Neural,MSC,False,True,2.4659999999999997
ADAM17,ITGB1,MSC,MSC,False,True,2.8339999999999996
ADAM17,ITGB1,Fibroblast,MSC,False,True,2.4659999999999997
ADAM17,ITGB1,Megakaryocyte,MSC,False,True,2.4659999999999997
ADAM17,ITGB1,MSC,Fibroblast,False,True,2.679
APOE,LRP5,MSC,Neural,False,True,3.1180000000000003
APOE,LRP5,MSC,MSC,False,True,3.1180000000000003
APOE,LRP5,MSC,Fibroblast,False,True,3.1180000000000003
APOE,LRP5,MSC,Megakaryocyte,False,True,3.1180000000000003
APOE,LRP5,MSC,Myeloid,False,True,3.1180000000000003
SGPP1,ITGB5,Neural,MSC,False,True,2.454
SGPP1,ITGB5,MSC,MSC,False,True,2.454
SGPP1,ITGB5,Fibroblast,MSC,False,True,2.454
SGPP1,ITGB5,Megakaryocyte,MSC,False,True,2.454
SGPP1,ITGB5,Myeloid,MSC,False,True,2.454
JAG1,NOTCH2,Myeloid,Neural,False,True,2.878
JAG1,NOTCH2,Myeloid,MSC,False,True,3.06
JAG1,NOTCH2,Myeloid,Fibroblast,False,True,3.031
JAG1,NOTCH2,Myeloid,Megakaryocyte,False,True,2.878
JAG1,NOTCH2,Myeloid,Myeloid,False,True,2.878
SGPP1,CD44,Neural,Fibroblast,False,True,2.322
SGPP1,CD44,MSC,Fibroblast,False,True,2.322
SGPP1,CD44,Fibroblast,Fibroblast,False,True,2.322
SGPP1,CD44,Megakaryocyte,Fibroblast,False,True,2.322
SGPP1,CD44,Myeloid,Fibroblast,False,True,2.322
THBS2,ITGA4,Neural,Megakaryocyte,False,True,2.5839999999999996
THBS2,ITGA4,MSC,Megakaryocyte,False,True,2.5839999999999996
THBS2,ITGA4,Fibroblast,Megakaryocyte,False,True,2.5839999999999996
THBS2,ITGA4,Megakaryocyte,Megakaryocyte,False,True,2.5839999999999996
THBS2,ITGA4,Myeloid,Megakaryocyte,False,True,2.5839999999999996
COL6A1,ITGB1,MSC,MSC,False,True,2.858
COL6A1,ITGB1,Fibroblast,MSC,False,True,2.862
COL6A1,ITGB1,MSC,Fibroblast,False,True,2.702
COL6A1,ITGB1,Fibroblast,Fibroblast,False,True,2.707
COL6A1,ITGB1,MSC,Megakaryocyte,False,True,2.5789999999999997
VEGFA,NRP2,Neural,MSC,False,True,2.563
VEGFA,NRP2,MSC,MSC,False,True,2.7119999999999997
VEGFA,NRP2,Fibroblast,MSC,False,True,2.642
VEGFA,NRP2,Megakaryocyte,MSC,False,True,2.563
VEGFA,NRP2,Myeloid,MSC,False,True,3.2260000000000004
OSM,LIFR,Neural,MSC,False,True,2.76
OSM,LIFR,MSC,MSC,False,True,2.76
OSM,LIFR,Fibroblast,MSC,False,True,2.76
OSM,LIFR,Megakaryocyte,MSC,False,True,2.76
OSM,LIFR,Myeloid,MSC,False,True,2.76
VEGFC,ITGB1,Neural,MSC,False,True,2.497
VEGFC,ITGB1,MSC,MSC,False,True,2.858
VEGFC,ITGB1,Fibroblast,MSC,False,True,2.497
VEGFC,ITGB1,MSC,Fibroblast,False,True,2.7030000000000003
VEGFC,ITGB1,MSC,Megakaryocyte,False,True,2.58
VCAN,ITGB1,MSC,Neural,False,True,2.842
VCAN,ITGB1,MSC,MSC,False,True,3.298
VCAN,ITGB1,MSC,Fibroblast,False,True,3.142
VCAN,ITGB1,MSC,Megakaryocyte,False,True,3.0189999999999997
VCAN,ITGB1,MSC,Myeloid,False,True,2.842
VCAM1,ITGA4,MSC,Neural,False,True,2.98
VCAM1,ITGA4,MSC,MSC,False,True,2.98
VCAM1,ITGA4,MSC,Fibroblast,False,True,2.98
VCAM1,ITGA4,MSC,Megakaryocyte,False,True,3.412
VCAM1,ITGA4,MSC,Myeloid,False,True,3.405
COL18A1,ITGA5,Neural,Fibroblast,False,True,2.4530000000000003
COL18A1,ITGA5,MSC,Fibroblast,False,True,2.4530000000000003
COL18A1,ITGA5,Fibroblast,Fibroblast,False,True,2.4530000000000003
COL18A1,ITGA5,Megakaryocyte,Fibroblast,False,True,2.4530000000000003
COL18A1,ITGA5,Myeloid,Fibroblast,False,True,2.4530000000000003
COL18A1,ITGB5,Neural,MSC,False,True,2.426
COL18A1,ITGB5,MSC,MSC,False,True,2.426
COL18A1,ITGB5,Fibroblast,MSC,False,True,2.426
COL18A1,ITGB5,Megakaryocyte,MSC,False,True,2.426
COL18A1,ITGB5,Myeloid,MSC,False,True,2.426
GPC1,COL18A1,Fibroblast,Neural,False,False,2.315
GPC1,COL18A1,Fibroblast,MSC,False,False,2.315
GPC1,COL18A1,Fibroblast,Fibroblast,False,False,2.315
GPC1,COL18A1,Fibroblast,Megakaryocyte,False,False,2.315
GPC1,COL18A1,Fibroblast,Myeloid,False,False,2.315
VCAM1,ITGB1,MSC,Neural,False,True,2.8680000000000003
VCAM1,ITGB1,MSC,MSC,False,True,3.323
VCAM1,ITGB1,MSC,Fibroblast,False,True,3.168
VCAM1,ITGB1,MSC,Megakaryocyte,False,True,3.045
VCAM1,ITGB1,MSC,Myeloid,False,True,2.8680000000000003
CXCL16,CXCR6,MSC,Neural,True,True,2.5789999999999997
CXCL16,CXCR6,MSC,MSC,True,True,2.5789999999999997
CXCL16,CXCR6,MSC,Fibroblast,True,True,2.5789999999999997
CXCL16,CXCR6,MSC,Megakaryocyte,True,True,2.5789999999999997
CXCL16,CXCR6,MSC,Myeloid,True,True,2.5789999999999997
BGN,LY96,MSC,Neural,False,False,2.519
BGN,LY96,MSC,MSC,False,False,2.717
BGN,LY96,MSC,Fibroblast,False,False,2.519
BGN,LY96,MSC,Megakaryocyte,False,False,2.667
BGN,LY96,Fibroblast,MSC,False,False,2.502
TNC,ITGAV,MSC,Neural,False,True,2.588
TNC,ITGAV,MSC,MSC,False,True,2.588
TNC,ITGAV,MSC,Fibroblast,False,True,2.588
TNC,ITGAV,MSC,Megakaryocyte,False,True,2.588
TNC,ITGAV,MSC,Myeloid,False,True,2.588
ADGRE5,CD55,Myeloid,Neural,True,True,2.064
ADGRE5,CD55,Myeloid,MSC,True,True,2.064
ADGRE5,CD55,Myeloid,Fibroblast,True,True,2.064
ADGRE5,CD55,Myeloid,Megakaryocyte,True,True,2.064
ADGRE5,CD55,Myeloid,Myeloid,True,True,2.064
ICAM4,ITGA4,Neural,Megakaryocyte,False,True,2.571
ICAM4,ITGA4,MSC,Megakaryocyte,False,True,2.571
ICAM4,ITGA4,Fibroblast,Megakaryocyte,False,True,2.571
ICAM4,ITGA4,Megakaryocyte,Megakaryocyte,False,True,2.571
ICAM4,ITGA4,Myeloid,Megakaryocyte,False,True,2.571
SGPP1,ITGA5,Neural,Fibroblast,False,True,2.48
SGPP1,ITGA5,MSC,Fibroblast,False,True,2.48
SGPP1,ITGA5,Fibroblast,Fibroblast,False,True,2.48
SGPP1,ITGA5,Megakaryocyte,Fibroblast,False,True,2.48
SGPP1,ITGA5,Myeloid,Fibroblast,False,True,2.48
CD53,IL4R,Megakaryocyte,Neural,False,True,3.054
CD53,IL4R,Megakaryocyte,MSC,False,True,3.054
CD53,IL4R,Megakaryocyte,Fibroblast,False,True,3.054
CD53,IL4R,Megakaryocyte,Megakaryocyte,False,True,3.054
CD53,IL4R,Megakaryocyte,Myeloid,False,True,3.054
SDC4,CXCL12,Neural,MSC,False,False,3.228
SDC4,CXCL12,MSC,MSC,False,False,3.595
SDC4,CXCL12,Fibroblast,MSC,False,False,3.228
SDC4,CXCL12,Megakaryocyte,MSC,False,False,3.228
SDC4,CXCL12,Myeloid,MSC,False,False,3.228
RSPO1,LGR4,MSC,Neural,False,True,2.699
RSPO1,LGR4,MSC,MSC,False,True,2.699
RSPO1,LGR4,MSC,Fibroblast,False,True,2.699
RSPO1,LGR4,MSC,Megakaryocyte,False,True,2.699
RSPO1,LGR4,MSC,Myeloid,False,True,2.699
CALCOCO2,LGR4,MSC,Neural,False,True,2.303
CALCOCO2,LGR4,MSC,MSC,False,True,2.303
CALCOCO2,LGR4,MSC,Fibroblast,False,True,2.303
CALCOCO2,LGR4,MSC,Megakaryocyte,False,True,2.303
CALCOCO2,LGR4,MSC,Myeloid,False,True,2.303
CXCL12,CD4,MSC,Neural,False,True,3.239
CXCL12,CD4,MSC,MSC,False,True,3.3560000000000003
CXCL12,CD4,MSC,Fibroblast,False,True,3.239
