"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Neural","Neural","ITGB1|R","FOXO3|TF","Receptor","Transcription Factor",0.472688893374026
"Neural","Neural","IGF1R|R","HOXA10|TF","Receptor","Transcription Factor",0.323883782427557
"Neural","Neural","CD40|R","IRF1|TF","Receptor","Transcription Factor",0.279119490123572
"Neural","Neural","TNFRSF1B|R","IRF1|TF","Receptor","Transcription Factor",0.279119490123572
"Neural","Neural","FGFR4|R","SOX10|TF","Receptor","Transcription Factor",0.166536678001166
"Neural","Neural","CXCR4|R","STAT2|TF","Receptor","Transcription Factor",0.423343305611172
"Neural","Neural","IL6ST|R","STAT2|TF","Receptor","Transcription Factor",0.423343305611172
"Neural","Neural","CXCL12|R","STAT2|TF","Receptor","Transcription Factor",0.423343305611172
"Neural","Neural","IL6ST|R","STAT4|TF","Receptor","Transcription Factor",0.542076608648443
"Neural","Neural","IL4R|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","INSR|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","KIT|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","PDGFRB|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","IL2RG|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","GHR|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","PDGFRA|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","MERTK|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","AXL|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","HBEGF|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","IL6ST|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","CXCL12|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","CD40|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","CXCR4|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","NRG1|R","STAT5A|TF","Receptor","Transcription Factor",0.56701610118509
"Neural","Neural","MERTK|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","INSR|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","KIT|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","CXCR4|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","PDGFRB|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","PDGFRA|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","AXL|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","CXCL12|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","IL2RG|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","NRG1|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","IL4R|R","STAT5B|TF","Receptor","Transcription Factor",0.524218770893675
"Neural","Neural","CSRNP3|TF","CLEC11A|L","Transcription Factor","Ligand",0.10486272911854
"Neural","Neural","CSRNP3|TF","CXCL12|L","Transcription Factor","Ligand",0.10486272911854
"Neural","Neural","GATA1|TF","PF4|L","Transcription Factor","Ligand",0.243823786409908
"Neural","Neural","GATA2|TF","ICAM4|L","Transcription Factor","Ligand",0.154429965048101
"Neural","Neural","IRF1|TF","HLA-G|L","Transcription Factor","Ligand",0.279119490123572
"Neural","Neural","MYNN|TF","LTBP3|L","Transcription Factor","Ligand",0.299492511837286
"Neural","Neural","NOBOX|TF","PF4|L","Transcription Factor","Ligand",0.10168497372569
"Neural","Neural","PBX1|TF","PF4|L","Transcription Factor","Ligand",0.0810057423896652
"Neural","Neural","PBX1|TF","IL16|L","Transcription Factor","Ligand",0.0810057423896652
"Neural","Neural","SP100|TF","FGF7|L","Transcription Factor","Ligand",0.432436926181698
"Neural","Neural","SP100|TF","HLA-F|L","Transcription Factor","Ligand",0.432436926181698
"Neural","Neural","TBX3|TF","EFNB1|L","Transcription Factor","Ligand",0.333939401984433
"Neural","Neural","TGIF1|TF","CXCL8|L","Transcription Factor","Ligand",0.401249773644398
"Neural","Neural","TGIF1|TF","NPPA|L","Transcription Factor","Ligand",0.401249773644398
"Neural","Neural","ZNF140|TF","SEMA7A|L","Transcription Factor","Ligand",0.0934587184046601
"Neural","Neural","ZNF195|TF","LGALS9|L","Transcription Factor","Ligand",0.00861151141815832
"Neural","Neural","ZNF300|TF","CXCL8|L","Transcription Factor","Ligand",0.0679855140220378
"Neural","Neural","ZNF318|TF","LGALS1|L","Transcription Factor","Ligand",0.376144830945981
"Neural","Neural","ZNF322|TF","IL16|L","Transcription Factor","Ligand",0.166433311292603
"Neural","Neural","ZNF341|TF","COL6A3|L","Transcription Factor","Ligand",0.0422724852827051
"Neural","Neural","ZNF341|TF","HLA-F|L","Transcription Factor","Ligand",0.0422724852827051
"Neural","Neural","ZNF394|TF","PF4|L","Transcription Factor","Ligand",0.514123473745252
"Neural","Neural","ZNF438|TF","LGALS1|L","Transcription Factor","Ligand",0.16506405290255
"Neural","Neural","ZNF536|TF","SEMA7A|L","Transcription Factor","Ligand",0.0314774203415261
"MSC","MSC","ZNF692|TF","EGFL8|L","Transcription Factor","Ligand",0.367162294421087
"Fibroblast","Fibroblast","SCX|TF","LGALS1|L","Transcription Factor","Ligand",0.10037957568612
"Fibroblast","Fibroblast","SCX|TF","LTBP3|L","Transcription Factor","Ligand",0.10037957568612
"Fibroblast","Fibroblast","TCF23|TF","CLEC11A|L","Transcription Factor","Ligand",0.412389556180315
"Megakaryocyte","Megakaryocyte","BCL11B|TF","CCL5|L","Transcription Factor","Ligand",0.176266950060243
"Megakaryocyte","Megakaryocyte","BCL11B|TF","CLEC2D|L","Transcription Factor","Ligand",0.176266950060243
"Megakaryocyte","Megakaryocyte","BCL11B|TF","LGALS9|L","Transcription Factor","Ligand",0.176266950060243
"Megakaryocyte","Megakaryocyte","BHLHE41|TF","CCL28|L","Transcription Factor","Ligand",0.979366443518761
"Megakaryocyte","Megakaryocyte","ESRRG|TF","APOE|L","Transcription Factor","Ligand",1.04346499443963
"Megakaryocyte","Megakaryocyte","ETV5|TF","EFNB1|L","Transcription Factor","Ligand",0.947190238109496
"Megakaryocyte","Megakaryocyte","ETV5|TF","ICAM4|L","Transcription Factor","Ligand",0.947190238109496
"Megakaryocyte","Megakaryocyte","ETV5|TF","PPBP|L","Transcription Factor","Ligand",0.947190238109496
"Megakaryocyte","Megakaryocyte","ETV5|TF","TGFB1|L","Transcription Factor","Ligand",0.947190238109496
"Megakaryocyte","Megakaryocyte","ETV5|TF","VCAM1|L","Transcription Factor","Ligand",0.947190238109496
"Megakaryocyte","Megakaryocyte","HIC2|TF","EGFL8|L","Transcription Factor","Ligand",0.631244071015696
"Megakaryocyte","Megakaryocyte","HMG20B|TF","TGFB1|L","Transcription Factor","Ligand",1.14153232531766
"Megakaryocyte","Megakaryocyte","IKZF4|TF","THBS1|L","Transcription Factor","Ligand",1.05658432954107
"Megakaryocyte","Megakaryocyte","JUND|TF","CCL5|L","Transcription Factor","Ligand",1.61181983616886
"Megakaryocyte","Megakaryocyte","JUND|TF","TGFB1|L","Transcription Factor","Ligand",1.61181983616886
"Megakaryocyte","Megakaryocyte","KLF16|TF","EFNB1|L","Transcription Factor","Ligand",0.897479196101835
"Megakaryocyte","Megakaryocyte","KLF16|TF","SEMA7A|L","Transcription Factor","Ligand",0.897479196101835
"Megakaryocyte","Megakaryocyte","KLF16|TF","TGFB1|L","Transcription Factor","Ligand",0.897479196101835
"Megakaryocyte","Megakaryocyte","MESP1|TF","VEGFB|L","Transcription Factor","Ligand",1.09970622885582
"Megakaryocyte","Megakaryocyte","NR2C1|TF","CALR|L","Transcription Factor","Ligand",1.12272696946638
"Megakaryocyte","Megakaryocyte","NR2C1|TF","CLEC2D|L","Transcription Factor","Ligand",1.12272696946638
"Megakaryocyte","Megakaryocyte","NR2C1|TF","MDK|L","Transcription Factor","Ligand",1.12272696946638
"Megakaryocyte","Megakaryocyte","NRL|TF","SPON2|L","Transcription Factor","Ligand",1.13385651863507
"Megakaryocyte","Megakaryocyte","REL|TF","CCL5|L","Transcription Factor","Ligand",1.22261430495899
"Megakaryocyte","Megakaryocyte","SP1|TF","ADGRE5|L","Transcription Factor","Ligand",0.203276840730211
"Megakaryocyte","Megakaryocyte","SP1|TF","APOE|L","Transcription Factor","Ligand",0.203276840730211
"Megakaryocyte","Megakaryocyte","SP1|TF","PDGFC|L","Transcription Factor","Ligand",0.203276840730211
"Megakaryocyte","Megakaryocyte","SP1|TF","TGFB1|L","Transcription Factor","Ligand",0.203276840730211
"Megakaryocyte","Megakaryocyte","TCF15|TF","ICAM2|L","Transcription Factor","Ligand",0.314297209408163
"Megakaryocyte","Megakaryocyte","TFCP2L1|TF","GRN|L","Transcription Factor","Ligand",0.893733479561783
"Megakaryocyte","Megakaryocyte","TFE3|TF","BDNF|L","Transcription Factor","Ligand",1.39176735010907
"Megakaryocyte","Megakaryocyte","TFE3|TF","LGALS1|L","Transcription Factor","Ligand",1.39176735010907
"Megakaryocyte","Megakaryocyte","TFE3|TF","MFGE8|L","Transcription Factor","Ligand",1.39176735010907
"Megakaryocyte","Megakaryocyte","TFE3|TF","TGFB1|L","Transcription Factor","Ligand",1.39176735010907
"Megakaryocyte","Megakaryocyte","THAP8|TF","GRN|L","Transcription Factor","Ligand",1.0185542582677
"Megakaryocyte","Megakaryocyte","THAP8|TF","LGALS1|L","Transcription Factor","Ligand",1.0185542582677
"Megakaryocyte","Megakaryocyte","THAP8|TF","LGALS3BP|L","Transcription Factor","Ligand",1.0185542582677
"Megakaryocyte","Megakaryocyte","THAP8|TF","VEGFB|L","Transcription Factor","Ligand",1.0185542582677
"Megakaryocyte","Megakaryocyte","ZNF219|TF","VEGFB|L","Transcription Factor","Ligand",1.1750471824091
"Megakaryocyte","Megakaryocyte","ZNF224|TF","CLEC2D|L","Transcription Factor","Ligand",1.11816392631262
"Megakaryocyte","Megakaryocyte","ZNF224|TF","EGFL8|L","Transcription Factor","Ligand",1.11816392631262
"Megakaryocyte","Megakaryocyte","ZNF431|TF","CLEC2D|L","Transcription Factor","Ligand",1.15996166900772
"Megakaryocyte","Megakaryocyte","ZNF575|TF","CLEC11A|L","Transcription Factor","Ligand",0.836804305055017
"Megakaryocyte","Megakaryocyte","ZNF575|TF","LGALS1|L","Transcription Factor","Ligand",0.836804305055017
"Megakaryocyte","Megakaryocyte","ZNF575|TF","LGALS3BP|L","Transcription Factor","Ligand",0.836804305055017
"Megakaryocyte","Megakaryocyte","ZNF575|TF","SPON2|L","Transcription Factor","Ligand",0.836804305055017
"Megakaryocyte","Megakaryocyte","ZNF575|TF","VEGFB|L","Transcription Factor","Ligand",0.836804305055017
"Megakaryocyte","Megakaryocyte","EFNB1|L","EPHB4|R","Ligand","Receptor",2.485
"Fibroblast","Fibroblast","IL15|L","IL15RA|R","Ligand","Receptor",2.386
"Neural","MSC","CDH1|L","KLRG1|R","Ligand","Receptor",2.47
"MSC","Neural","SGPP1|L","CD44|R","Ligand","Receptor",2.407
"MSC","MSC","OSM|L","IL6ST|R","Ligand","Receptor",2.463
"Megakaryocyte","MSC","BDNF|L","NGFR|R","Ligand","Receptor",2.363
"MSC","Megakaryocyte","TGM2|L","ITGA4|R","Ligand","Receptor",2.365
"MSC","Neural","PSEN1|L","CD44|R","Ligand","Receptor",2.386
"MSC","Neural","RARRES2|L","CCRL2|R","Ligand","Receptor",2.678
"MSC","MSC","APP|L","NGFR|R","Ligand","Receptor",2.347
"Neural","MSC","NPPA|L","NPR3|R","Ligand","Receptor",2.347
"Neural","Neural","CR1|L","CD55|R","Ligand","Receptor",2.593
"MSC","Neural","PSEN1|L","NCSTN|R","Ligand","Receptor",2.3
"Neural","Neural","ADIPOR1|L","ADIPOR1|R","Ligand","Receptor",3.151
"MSC","Neural","APP|L","NCSTN|R","Ligand","Receptor",2.264
"Megakaryocyte","MSC","PSAP|L","SORT1|R","Ligand","Receptor",2.446
"Neural","MSC","SEMA7A|L","ITGA1|R","Ligand","Receptor",2.565
"MSC","MSC","EFNB1|L","ERBB2|R","Ligand","Receptor",2.462
"Neural","MSC","LTA4H|L","LTBR|R","Ligand","Receptor",2.301
"Megakaryocyte","Neural","PTDSS1|L","JMJD6|R","Ligand","Receptor",2.451
"MSC","Neural","NID1|L","PTPRF|R","Ligand","Receptor",2.316
"Fibroblast","Neural","NID1|L","PTPRF|R","Ligand","Receptor",2.318
"MSC","Neural","GABPB1|L","TFR2|R","Ligand","Receptor",2.67
"Megakaryocyte","Neural","GABPB1|L","TFR2|R","Ligand","Receptor",2.493
"Neural","Fibroblast","CD2BP2|L","CD58|R","Ligand","Receptor",2.598
"MSC","Fibroblast","CD2BP2|L","CD58|R","Ligand","Receptor",2.643
"Fibroblast","MSC","BDNF|L","NTRK2|R","Ligand","Receptor",2.273
"Megakaryocyte","MSC","BDNF|L","NTRK2|R","Ligand","Receptor",2.279
"MSC","MSC","COL4A1|L","CD93|R","Ligand","Receptor",2.507
"MSC","Megakaryocyte","COL4A1|L","CD93|R","Ligand","Receptor",2.511
"MSC","Megakaryocyte","SGPP1|L","ITGA4|R","Ligand","Receptor",2.393
"MSC","Myeloid","SGPP1|L","ITGA4|R","Ligand","Receptor",2.277
"Megakaryocyte","MSC","ITPK1|L","INSR|R","Ligand","Receptor",2.636
"Megakaryocyte","Fibroblast","ITPK1|L","INSR|R","Ligand","Receptor",2.593
"Neural","Megakaryocyte","FZR1|L","ITGAE|R","Ligand","Receptor",2.559
"Megakaryocyte","Megakaryocyte","FZR1|L","ITGAE|R","Ligand","Receptor",2.397
"Fibroblast","Neural","ADGRE5|L","CD55|R","Ligand","Receptor",2.616
"Myeloid","Neural","ADGRE5|L","CD55|R","Ligand","Receptor",2.614
"Fibroblast","MSC","BDNF|L","SORT1|R","Ligand","Receptor",2.348
"Megakaryocyte","MSC","BDNF|L","SORT1|R","Ligand","Receptor",2.354
"MSC","MSC","TNFRSF14|L","BTLA|R","Ligand","Receptor",2.372
"Megakaryocyte","MSC","TNFRSF14|L","BTLA|R","Ligand","Receptor",2.438
"Neural","MSC","DUSP18|L","ITGA1|R","Ligand","Receptor",2.403
"MSC","MSC","DUSP18|L","ITGA1|R","Ligand","Receptor",2.506
"Neural","Fibroblast","CXCL8|L","CD79A|R","Ligand","Receptor",2.402
"Fibroblast","Fibroblast","CXCL8|L","CD79A|R","Ligand","Receptor",2.357
"Neural","MSC","LTA4H|L","TNFRSF1A|R","Ligand","Receptor",2.364
"MSC","Megakaryocyte","LTA4H|L","TNFRSF1A|R","Ligand","Receptor",2.34
"Neural","Neural","RHAG|L","ICAM4|R","Ligand","Receptor",2.605
"Neural","Megakaryocyte","RHAG|L","ICAM4|R","Ligand","Receptor",2.708
"MSC","MSC","CALM2|L","INSR|R","Ligand","Receptor",2.421
"Neural","Fibroblast","CALM2|L","INSR|R","Ligand","Receptor",2.432
"Megakaryocyte","Neural","CALM1|L","FAS|R","Ligand","Receptor",2.342
"Myeloid","Neural","CALM1|L","FAS|R","Ligand","Receptor",2.335
"Fibroblast","MSC","HSP90AA1|L","ERBB2|R","Ligand","Receptor",2.476
"Megakaryocyte","MSC","HSP90AA1|L","ERBB2|R","Ligand","Receptor",2.438
"MSC","MSC","CTHRC1|L","FZD5|R","Ligand","Receptor",2.422
"Fibroblast","MSC","CTHRC1|L","FZD5|R","Ligand","Receptor",2.424
"Neural","Fibroblast","HMMR|L","CALM1|R","Ligand","Receptor",2.233
"Neural","Megakaryocyte","HMMR|L","CALM1|R","Ligand","Receptor",2.261
"Megakaryocyte","MSC","NUCB2|L","ERAP1|R","Ligand","Receptor",2.392
"Megakaryocyte","Fibroblast","NUCB2|L","ERAP1|R","Ligand","Receptor",2.463
"Neural","MSC","NAMPT|L","INSR|R","Ligand","Receptor",2.404
"MSC","MSC","NAMPT|L","INSR|R","Ligand","Receptor",2.479
"MSC","Fibroblast","NAMPT|L","INSR|R","Ligand","Receptor",2.437
"Neural","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.36
"MSC","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.567
"Fibroblast","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.428
"MSC","Neural","COL6A1|L","ITGA1|R","Ligand","Receptor",2.375
"MSC","MSC","COL6A1|L","ITGA1|R","Ligand","Receptor",2.589
"MSC","Myeloid","COL6A1|L","ITGA1|R","Ligand","Receptor",2.334
"MSC","Neural","IGF2R|L","IGF2R|R","Ligand","Receptor",2.352
"Neural","MSC","IGF2R|L","IGF2R|R","Ligand","Receptor",2.352
"MSC","MSC","IGF2R|L","IGF2R|R","Ligand","Receptor",2.558
"MSC","MSC","IGF2R|L","INSR|R","Ligand","Receptor",2.562
"MSC","Fibroblast","IGF2R|L","INSR|R","Ligand","Receptor",2.52
"MSC","Megakaryocyte","IGF2R|L","INSR|R","Ligand","Receptor",2.439
"Megakaryocyte","MSC","ITPK1|L","IDE|R","Ligand","Receptor",2.546
"Megakaryocyte","Fibroblast","ITPK1|L","IDE|R","Ligand","Receptor",2.617
"Megakaryocyte","Megakaryocyte","ITPK1|L","IDE|R","Ligand","Receptor",2.443
"MSC","MSC","COL4A2|L","CD93|R","Ligand","Receptor",2.499
"MSC","Megakaryocyte","COL4A2|L","CD93|R","Ligand","Receptor",2.503
"Myeloid","Megakaryocyte","COL4A2|L","CD93|R","Ligand","Receptor",2.327
"Neural","Fibroblast","KCNN4|L","CALM1|R","Ligand","Receptor",2.262
"Neural","Megakaryocyte","KCNN4|L","CALM1|R","Ligand","Receptor",2.29
"Neural","Myeloid","KCNN4|L","CALM1|R","Ligand","Receptor",2.282
"Megakaryocyte","Neural","SEMA4D|L","ERBB2|R","Ligand","Receptor",2.519
"Megakaryocyte","MSC","SEMA4D|L","ERBB2|R","Ligand","Receptor",2.724
"Megakaryocyte","Megakaryocyte","SEMA4D|L","ERBB2|R","Ligand","Receptor",2.519
"Neural","MSC","SGPP1|L","ITGA5|R","Ligand","Receptor",2.352
"MSC","MSC","SGPP1|L","ITGA5|R","Ligand","Receptor",2.454
"Fibroblast","MSC","SGPP1|L","ITGA5|R","Ligand","Receptor",2.352
"Neural","Neural","PTDSS1|L","SCARB1|R","Ligand","Receptor",2.28
"Megakaryocyte","Neural","PTDSS1|L","SCARB1|R","Ligand","Receptor",2.448
"Megakaryocyte","MSC","PTDSS1|L","SCARB1|R","Ligand","Receptor",2.358
"Neural","MSC","IDE|L","IGF2R|R","Ligand","Receptor",2.37
"MSC","MSC","IDE|L","IGF2R|R","Ligand","Receptor",2.472
"Fibroblast","MSC","IDE|L","IGF2R|R","Ligand","Receptor",2.543
"Megakaryocyte","Neural","CCL3|L","IDE|R","Ligand","Receptor",2.445
"Megakaryocyte","MSC","CCL3|L","IDE|R","Ligand","Receptor",2.548
"Megakaryocyte","Fibroblast","CCL3|L","IDE|R","Ligand","Receptor",2.619
"Fibroblast","Neural","UBA52|L","ERBB2|R","Ligand","Receptor",2.471
"Neural","MSC","UBA52|L","ERBB2|R","Ligand","Receptor",2.52
"Fibroblast","MSC","UBA52|L","ERBB2|R","Ligand","Receptor",2.676
"Neural","Megakaryocyte","HLA-F|L","B2M|R","Ligand","Receptor",2.669
"MSC","Megakaryocyte","HLA-F|L","B2M|R","Ligand","Receptor",2.784
"Megakaryocyte","Megakaryocyte","HLA-F|L","B2M|R","Ligand","Receptor",2.871
"Neural","MSC","TGM2|L","SDC4|R","Ligand","Receptor",2.304
"MSC","MSC","TGM2|L","SDC4|R","Ligand","Receptor",2.402
"Fibroblast","MSC","TGM2|L","SDC4|R","Ligand","Receptor",2.374
"MSC","Neural","TIMP3|L","ADAM17|R","Ligand","Receptor",2.494
"MSC","MSC","TIMP3|L","ADAM17|R","Ligand","Receptor",2.676
"MSC","Fibroblast","TIMP3|L","ADAM17|R","Ligand","Receptor",2.581
"Neural","MSC","ADAM17|L","ITGA5|R","Ligand","Receptor",2.339
"MSC","MSC","ADAM17|L","ITGA5|R","Ligand","Receptor",2.521
"Fibroblast","MSC","ADAM17|L","ITGA5|R","Ligand","Receptor",2.426
"Neural","MSC","SEMA7A|L","ITGB1|R","Ligand","Receptor",2.477
"Neural","Megakaryocyte","SEMA7A|L","ITGB1|R","Ligand","Receptor",2.611
"Megakaryocyte","Megakaryocyte","SEMA7A|L","ITGB1|R","Ligand","Receptor",2.454
"MSC","Fibroblast","HRAS|L","INSR|R","Ligand","Receptor",2.363
"Fibroblast","MSC","HRAS|L","INSR|R","Ligand","Receptor",2.525
"Fibroblast","Fibroblast","HRAS|L","INSR|R","Ligand","Receptor",2.483
"Neural","MSC","VEGFA|L","NRP1|R","Ligand","Receptor",2.291
"MSC","MSC","VEGFA|L","NRP1|R","Ligand","Receptor",2.445
"Fibroblast","MSC","VEGFA|L","NRP1|R","Ligand","Receptor",2.42
"Neural","MSC","VEGFB|L","NRP1|R","Ligand","Receptor",2.303
"MSC","MSC","VEGFB|L","NRP1|R","Ligand","Receptor",2.406
"Fibroblast","MSC","VEGFB|L","NRP1|R","Ligand","Receptor",2.303
"MSC","Neural","COL8A1|L","ITGA1|R","Ligand","Receptor",2.469
"MSC","MSC","COL8A1|L","ITGA1|R","Ligand","Receptor",2.683
"MSC","Myeloid","COL8A1|L","ITGA1|R","Ligand","Receptor",2.428
"MSC","MSC","ARFGAP1|L","INSR|R","Ligand","Receptor",2.436
"MSC","Fibroblast","ARFGAP1|L","INSR|R","Ligand","Receptor",2.394
"Fibroblast","Fibroblast","ARFGAP1|L","INSR|R","Ligand","Receptor",2.313
"Neural","MSC","PDGFC|L","PDGFRB|R","Ligand","Receptor",2.362
"MSC","MSC","PDGFC|L","PDGFRB|R","Ligand","Receptor",2.465
"Megakaryocyte","MSC","PDGFC|L","PDGFRB|R","Ligand","Receptor",2.592
"MSC","Neural","SCGB3A1|L","FGFR4|R","Ligand","Receptor",2.347
"Fibroblast","Neural","SCGB3A1|L","FGFR4|R","Ligand","Receptor",2.245
"MSC","MSC","SCGB3A1|L","FGFR4|R","Ligand","Receptor",2.302
"Neural","MSC","VEGFA|L","NRP2|R","Ligand","Receptor",2.384
"MSC","MSC","VEGFA|L","NRP2|R","Ligand","Receptor",2.538
"Fibroblast","MSC","VEGFA|L","NRP2|R","Ligand","Receptor",2.513
"MSC","Neural","FST|L","BMPR2|R","Ligand","Receptor",2.315
"MSC","MSC","FST|L","BMPR2|R","Ligand","Receptor",2.521
"MSC","Fibroblast","FST|L","BMPR2|R","Ligand","Receptor",2.478
"Neural","MSC","LTA4H|L","TNFRSF14|R","Ligand","Receptor",2.369
"Neural","Megakaryocyte","LTA4H|L","TNFRSF14|R","Ligand","Receptor",2.435
"MSC","Megakaryocyte","LTA4H|L","TNFRSF14|R","Ligand","Receptor",2.387
"MSC","Neural","LPL|L","CD44|R","Ligand","Receptor",2.473
"MSC","Megakaryocyte","LPL|L","CD44|R","Ligand","Receptor",2.399
"MSC","Myeloid","LPL|L","CD44|R","Ligand","Receptor",2.41
"Neural","MSC","HLA-G|L","CD4|R","Ligand","Receptor",2.451
"MSC","MSC","HLA-G|L","CD4|R","Ligand","Receptor",2.406
"Myeloid","MSC","HLA-G|L","CD4|R","Ligand","Receptor",2.625
"MSC","Megakaryocyte","TNFRSF14|L","CD160|R","Ligand","Receptor",2.437
"Fibroblast","Megakaryocyte","TNFRSF14|L","CD160|R","Ligand","Receptor",2.386
"Megakaryocyte","Megakaryocyte","TNFRSF14|L","CD160|R","Ligand","Receptor",2.503
"Neural","Neural","FZR1|L","PTPRF|R","Ligand","Receptor",2.372
"Neural","MSC","FZR1|L","PTPRF|R","Ligand","Receptor",2.347
"Neural","Fibroblast","FZR1|L","PTPRF|R","Ligand","Receptor",2.347
"Neural","Neural","PIP4K2A|L","CD4|R","Ligand","Receptor",2.441
"Neural","MSC","PIP4K2A|L","CD4|R","Ligand","Receptor",2.685
"Megakaryocyte","MSC","PIP4K2A|L","CD4|R","Ligand","Receptor",2.59
"Neural","MSC","LTBP3|L","ITGB5|R","Ligand","Receptor",2.522
"MSC","MSC","LTBP3|L","ITGB5|R","Ligand","Receptor",2.676
"Fibroblast","MSC","LTBP3|L","ITGB5|R","Ligand","Receptor",2.497
"Megakaryocyte","MSC","LTBP3|L","ITGB5|R","Ligand","Receptor",2.456
"Neural","Megakaryocyte","GNAI2|L","S1PR4|R","Ligand","Receptor",2.501
"MSC","Megakaryocyte","GNAI2|L","S1PR4|R","Ligand","Receptor",2.674
"Fibroblast","Megakaryocyte","GNAI2|L","S1PR4|R","Ligand","Receptor",2.501
"Myeloid","Megakaryocyte","GNAI2|L","S1PR4|R","Ligand","Receptor",2.749
"MSC","Neural","FGF7|L","NRP1|R","Ligand","Receptor",2.338
"Neural","MSC","FGF7|L","NRP1|R","Ligand","Receptor",2.284
"MSC","MSC","FGF7|L","NRP1|R","Ligand","Receptor",2.518
"MSC","Megakaryocyte","FGF7|L","NRP1|R","Ligand","Receptor",2.426
"MSC","Neural","FGF7|L","FGFR1|R","Ligand","Receptor",2.314
"MSC","MSC","FGF7|L","FGFR1|R","Ligand","Receptor",2.546
"Megakaryocyte","MSC","FGF7|L","FGFR1|R","Ligand","Receptor",2.289
"MSC","Fibroblast","FGF7|L","FGFR1|R","Ligand","Receptor",2.446
"MSC","Neural","LGALS3BP|L","VANGL1|R","Ligand","Receptor",2.523
"MSC","MSC","LGALS3BP|L","VANGL1|R","Ligand","Receptor",2.478
"MSC","Fibroblast","LGALS3BP|L","VANGL1|R","Ligand","Receptor",2.478
"MSC","Megakaryocyte","LGALS3BP|L","VANGL1|R","Ligand","Receptor",2.726
"Megakaryocyte","Neural","CCL28|L","CCR10|R","Ligand","Receptor",2.367
"Fibroblast","MSC","CCL28|L","CCR10|R","Ligand","Receptor",2.302
"Megakaryocyte","MSC","CCL28|L","CCR10|R","Ligand","Receptor",2.47
"Megakaryocyte","Megakaryocyte","CCL28|L","CCR10|R","Ligand","Receptor",2.367
"MSC","Neural","FN1|L","PLAUR|R","Ligand","Receptor",2.337
"MSC","MSC","FN1|L","PLAUR|R","Ligand","Receptor",2.562
"MSC","Megakaryocyte","FN1|L","PLAUR|R","Ligand","Receptor",2.337
"Fibroblast","MSC","FN1|L","PLAUR|R","Ligand","Receptor",2.368
"MSC","Neural","FBN1|L","ITGA5|R","Ligand","Receptor",2.312
"Neural","MSC","FBN1|L","ITGA5|R","Ligand","Receptor",2.274
"MSC","MSC","FBN1|L","ITGA5|R","Ligand","Receptor",2.509
"Myeloid","MSC","FBN1|L","ITGA5|R","Ligand","Receptor",2.274
"Neural","MSC","MFGE8|L","PDGFRB|R","Ligand","Receptor",2.321
"MSC","MSC","MFGE8|L","PDGFRB|R","Ligand","Receptor",2.444
"Fibroblast","MSC","MFGE8|L","PDGFRB|R","Ligand","Receptor",2.467
"Megakaryocyte","MSC","MFGE8|L","PDGFRB|R","Ligand","Receptor",2.386
"Neural","MSC","ADAM15|L","ITGA5|R","Ligand","Receptor",2.315
"MSC","MSC","ADAM15|L","ITGA5|R","Ligand","Receptor",2.343
"Megakaryocyte","MSC","ADAM15|L","ITGA5|R","Ligand","Receptor",2.315
"Myeloid","MSC","ADAM15|L","ITGA5|R","Ligand","Receptor",2.506
"Neural","MSC","ITGB3BP|L","ITGB5|R","Ligand","Receptor",2.531
