"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Neural","Neural","CAV1|R","HMGA1|TF","Receptor","Transcription Factor",0.93830559248408
"Neural","Neural","INSR|R","HMGA1|TF","Receptor","Transcription Factor",0.93830559248408
"Neural","Neural","FGFR4|R","SOX10|TF","Receptor","Transcription Factor",0.787005649237977
"Neural","Neural","NOTCH2|R","TCF3|TF","Receptor","Transcription Factor",0.613283609144461
"Neural","Neural","LRP6|R","TCF3|TF","Receptor","Transcription Factor",0.613283609144461
"Neural","Neural","INSR|R","TERF1|TF","Receptor","Transcription Factor",0.685986492531964
"Fibroblast","Fibroblast","BMPR2|R","FOXL1|TF","Receptor","Transcription Factor",0.272314577786355
"Neural","Neural","ARNT2|TF","JAM3|L","Transcription Factor","Ligand",0.707177001483514
"Neural","Neural","FOXD3|TF","LGALS1|L","Transcription Factor","Ligand",0.264215045713254
"Neural","Neural","HDX|TF","JAM3|L","Transcription Factor","Ligand",0.514200291848508
"Neural","Neural","PKNOX2|TF","BMP4|L","Transcription Factor","Ligand",0.323313100259232
"Neural","Neural","PKNOX2|TF","JAM3|L","Transcription Factor","Ligand",0.323313100259232
"Neural","Neural","SOX5|TF","LAMC1|L","Transcription Factor","Ligand",0.27373780019622
"Neural","Neural","TSC22D1|TF","JAM3|L","Transcription Factor","Ligand",0.256677808305508
"Neural","Neural","VENTX|TF","COL6A3|L","Transcription Factor","Ligand",0.0645567050866848
"Neural","Neural","ZFP69B|TF","CALR|L","Transcription Factor","Ligand",0.313954239499562
"Neural","Neural","ZIC2|TF","APOE|L","Transcription Factor","Ligand",0.725297894036324
"Neural","Neural","ZNF140|TF","SEMA7A|L","Transcription Factor","Ligand",0.727449767946445
"Neural","Neural","ZNF25|TF","JAM3|L","Transcription Factor","Ligand",0.505265711416573
"Neural","Neural","ZNF296|TF","LAMC1|L","Transcription Factor","Ligand",0.530678877337881
"Neural","Neural","ZNF341|TF","COL6A3|L","Transcription Factor","Ligand",0.841948045438741
"Neural","Neural","ZNF536|TF","SEMA7A|L","Transcription Factor","Ligand",0.876211544382253
"Neural","Neural","ZNF680|TF","JAM3|L","Transcription Factor","Ligand",0.617375179816619
"MSC","MSC","HES5|TF","NID1|L","Transcription Factor","Ligand",0.306640373968732
"MSC","MSC","ZGLP1|TF","EPOR|L","Transcription Factor","Ligand",0.931048892946879
"Fibroblast","Fibroblast","BNC2|TF","COL6A3|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","CXCL12|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","EFEMP2|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","FBLN1|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","LAMA4|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","LAMC1|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","BNC2|TF","LGALS1|L","Transcription Factor","Ligand",0.262192089597628
"Fibroblast","Fibroblast","FOXC2|TF","FBLN1|L","Transcription Factor","Ligand",0.235585212525514
"Fibroblast","Fibroblast","FOXC2|TF","INHBA|L","Transcription Factor","Ligand",0.235585212525514
"Fibroblast","Fibroblast","FOXC2|TF","LAMA4|L","Transcription Factor","Ligand",0.235585212525514
"Fibroblast","Fibroblast","FOXC2|TF","LAMC1|L","Transcription Factor","Ligand",0.235585212525514
"Fibroblast","Fibroblast","FOXL1|TF","APOE|L","Transcription Factor","Ligand",0.272314577786355
"Fibroblast","Fibroblast","FOXL1|TF","BMP5|L","Transcription Factor","Ligand",0.272314577786355
"Fibroblast","Fibroblast","FOXL1|TF","INHBA|L","Transcription Factor","Ligand",0.272314577786355
"Fibroblast","Fibroblast","FOXL1|TF","MFGE8|L","Transcription Factor","Ligand",0.272314577786355
"Fibroblast","Fibroblast","GLIS2|TF","ADGRE5|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","CLEC11A|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","EFEMP2|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","FBLN1|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","GAS6|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","INHBA|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","LGALS1|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","LTBP3|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","TGFB1|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","VCAN|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","GLIS2|TF","VEGFB|L","Transcription Factor","Ligand",0.541499252922547
"Fibroblast","Fibroblast","HAND2|TF","COL6A3|L","Transcription Factor","Ligand",0.132712618148957
"Fibroblast","Fibroblast","HAND2|TF","EFEMP2|L","Transcription Factor","Ligand",0.132712618148957
"Fibroblast","Fibroblast","HAND2|TF","FBLN1|L","Transcription Factor","Ligand",0.132712618148957
"Fibroblast","Fibroblast","HAND2|TF","GAS6|L","Transcription Factor","Ligand",0.132712618148957
"Fibroblast","Fibroblast","HAND2|TF","MFGE8|L","Transcription Factor","Ligand",0.132712618148957
"Fibroblast","Fibroblast","HEYL|TF","COL6A3|L","Transcription Factor","Ligand",0.432085603082797
"Fibroblast","Fibroblast","HEYL|TF","FBLN1|L","Transcription Factor","Ligand",0.432085603082797
"Fibroblast","Fibroblast","HEYL|TF","LAMA4|L","Transcription Factor","Ligand",0.432085603082797
"Fibroblast","Fibroblast","HEYL|TF","LAMC1|L","Transcription Factor","Ligand",0.432085603082797
"Fibroblast","Fibroblast","HEYL|TF","MFGE8|L","Transcription Factor","Ligand",0.432085603082797
"Fibroblast","Fibroblast","HLF|TF","LIFR|L","Transcription Factor","Ligand",0.00116156625801719
"Fibroblast","Fibroblast","HLF|TF","THBS1|L","Transcription Factor","Ligand",0.00116156625801719
"Fibroblast","Fibroblast","HOXB2|TF","CLEC11A|L","Transcription Factor","Ligand",0.474391920595084
"Fibroblast","Fibroblast","HOXB2|TF","EFEMP2|L","Transcription Factor","Ligand",0.474391920595084
"Fibroblast","Fibroblast","HOXB2|TF","LGALS1|L","Transcription Factor","Ligand",0.474391920595084
"Fibroblast","Fibroblast","HOXB2|TF","LTBP3|L","Transcription Factor","Ligand",0.474391920595084
"Fibroblast","Fibroblast","HOXB2|TF","VEGFB|L","Transcription Factor","Ligand",0.474391920595084
"Fibroblast","Fibroblast","MKX|TF","FBLN1|L","Transcription Factor","Ligand",0.30881810436105
"Fibroblast","Fibroblast","MKX|TF","INHBA|L","Transcription Factor","Ligand",0.30881810436105
"Fibroblast","Fibroblast","NPAS2|TF","VCAN|L","Transcription Factor","Ligand",0.389697689766888
"Fibroblast","Fibroblast","PRDM8|TF","COL6A3|L","Transcription Factor","Ligand",0.012741856746672
"Fibroblast","Fibroblast","PRDM8|TF","EFEMP2|L","Transcription Factor","Ligand",0.012741856746672
"Fibroblast","Fibroblast","PRDM8|TF","FBLN1|L","Transcription Factor","Ligand",0.012741856746672
"Fibroblast","Fibroblast","PRDM8|TF","LTBP3|L","Transcription Factor","Ligand",0.012741856746672
"Fibroblast","Fibroblast","SCX|TF","EFEMP2|L","Transcription Factor","Ligand",0.844890686973487
"Fibroblast","Fibroblast","SCX|TF","LGALS1|L","Transcription Factor","Ligand",0.844890686973487
"Fibroblast","Fibroblast","SCX|TF","LTBP3|L","Transcription Factor","Ligand",0.844890686973487
"Fibroblast","Fibroblast","SCX|TF","VEGFB|L","Transcription Factor","Ligand",0.844890686973487
"Fibroblast","Fibroblast","TCF7L1|TF","EFEMP2|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","GAS6|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","LAMA4|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","LGALS1|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","LTBP3|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","MDK|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","TGFB1|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TCF7L1|TF","VEGFB|L","Transcription Factor","Ligand",0.0442418988944417
"Fibroblast","Fibroblast","TEAD3|TF","EFEMP2|L","Transcription Factor","Ligand",0.256932758604515
"Fibroblast","Fibroblast","TEAD3|TF","MDK|L","Transcription Factor","Ligand",0.256932758604515
"Fibroblast","Fibroblast","TEAD3|TF","THBS1|L","Transcription Factor","Ligand",0.256932758604515
"Fibroblast","Fibroblast","TSHZ3|TF","CLEC11A|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","COL6A3|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","CXCL12|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","EFEMP2|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","INHBA|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","KITLG|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","LAMA4|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","LGALS1|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","LTBP3|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","MDK|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","TGFB1|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","TSHZ3|TF","VCAN|L","Transcription Factor","Ligand",0.288292815121121
"Fibroblast","Fibroblast","ZBTB47|TF","ADGRE5|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","COL6A3|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","EFEMP2|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","LAMA4|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","LAMC1|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","LGALS1|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZBTB47|TF","MFGE8|L","Transcription Factor","Ligand",0.581646789038587
"Fibroblast","Fibroblast","ZFHX4|TF","COL6A3|L","Transcription Factor","Ligand",0.130492017034478
"Fibroblast","Fibroblast","ZFHX4|TF","FBLN1|L","Transcription Factor","Ligand",0.130492017034478
"Fibroblast","Fibroblast","ZFHX4|TF","LAMA4|L","Transcription Factor","Ligand",0.130492017034478
"Fibroblast","Fibroblast","ZNF469|TF","ADGRE5|L","Transcription Factor","Ligand",0.347363238078808
"Fibroblast","Fibroblast","ZNF469|TF","CLEC11A|L","Transcription Factor","Ligand",0.347363238078808
"Fibroblast","Fibroblast","ZNF469|TF","COL6A3|L","Transcription Factor","Ligand",0.347363238078808
"Fibroblast","Fibroblast","ZNF469|TF","IL11|L","Transcription Factor","Ligand",0.347363238078808
"Fibroblast","Fibroblast","ZNF469|TF","TGFB1|L","Transcription Factor","Ligand",0.347363238078808
"Megakaryocyte","Megakaryocyte","BCL11B|TF","CCL5|L","Transcription Factor","Ligand",1.10816542925322
"Megakaryocyte","Megakaryocyte","BCL11B|TF","CLEC2D|L","Transcription Factor","Ligand",1.10816542925322
"Megakaryocyte","Megakaryocyte","BCL11B|TF","LGALS9|L","Transcription Factor","Ligand",1.10816542925322
"Megakaryocyte","Megakaryocyte","NR2C1|TF","CALR|L","Transcription Factor","Ligand",0.256194576472367
"Megakaryocyte","Megakaryocyte","NR2C1|TF","CLEC2D|L","Transcription Factor","Ligand",0.256194576472367
"Megakaryocyte","Megakaryocyte","RREB1|TF","GRN|L","Transcription Factor","Ligand",0.596520290915095
"Megakaryocyte","Megakaryocyte","SPIB|TF","IL16|L","Transcription Factor","Ligand",0.0232584292217893
"Megakaryocyte","Megakaryocyte","TBX4|TF","ADGRE5|L","Transcription Factor","Ligand",0.114648182287132
"Megakaryocyte","Megakaryocyte","TBX5|TF","ADGRE5|L","Transcription Factor","Ligand",0.0292101900172342
"Megakaryocyte","Megakaryocyte","TFCP2L1|TF","GRN|L","Transcription Factor","Ligand",0.227260555027143
"Megakaryocyte","Megakaryocyte","ZNF224|TF","CLEC2D|L","Transcription Factor","Ligand",0.45850170441026
"Megakaryocyte","Megakaryocyte","ZNF431|TF","CLEC2D|L","Transcription Factor","Ligand",0.368019704805343
"Neural","Fibroblast","CALM2|L","MYLK|R","Ligand","Receptor",2.406
"Myeloid","Myeloid","JAM3|L","JAM3|R","Ligand","Receptor",2.185
"MSC","Fibroblast","PSEN1|L","CD44|R","Ligand","Receptor",2.397
"Fibroblast","Fibroblast","HAS2|L","CD44|R","Ligand","Receptor",2.4
"Neural","MSC","CALM1|L","INSR|R","Ligand","Receptor",2.609
"MSC","MSC","TGFB1|L","TGFBR1|R","Ligand","Receptor",2.334
"Neural","Fibroblast","CALM1|L","MYLK|R","Ligand","Receptor",2.637
"Neural","Megakaryocyte","CALM3|L","SELL|R","Ligand","Receptor",2.406
"Fibroblast","Fibroblast","CD44|L","MET|R","Ligand","Receptor",2.47
"Neural","Fibroblast","CALM3|L","MYLK|R","Ligand","Receptor",2.411
"MSC","Fibroblast","PIGK|L","AMFR|R","Ligand","Receptor",2.337
"MSC","Fibroblast","SDC1|L","MET|R","Ligand","Receptor",2.577
"Neural","MSC","CALM3|L","INSR|R","Ligand","Receptor",2.383
"MSC","MSC","PSEN1|L","NOTCH2|R","Ligand","Receptor",2.418
"MSC","Fibroblast","PSEN1|L","NOTCH2|R","Ligand","Receptor",2.389
"Neural","MSC","NAMPT|L","INSR|R","Ligand","Receptor",2.334
"MSC","MSC","NAMPT|L","INSR|R","Ligand","Receptor",2.513
"Fibroblast","MSC","CCL5|L","SDC1|R","Ligand","Receptor",2.38
"Megakaryocyte","MSC","CCL5|L","SDC1|R","Ligand","Receptor",2.459
"Neural","MSC","THBS1|L","SDC1|R","Ligand","Receptor",2.366
"MSC","MSC","THBS1|L","SDC1|R","Ligand","Receptor",2.539
"Fibroblast","MSC","HRAS|L","SDC2|R","Ligand","Receptor",2.787
"Fibroblast","Fibroblast","HRAS|L","SDC2|R","Ligand","Receptor",2.521
"Neural","Megakaryocyte","CALM1|L","SELL|R","Ligand","Receptor",2.632
"Neural","Myeloid","CALM1|L","SELL|R","Ligand","Receptor",2.485
"Megakaryocyte","Neural","UBA52|L","TGFBR1|R","Ligand","Receptor",2.421
"Megakaryocyte","MSC","UBA52|L","TGFBR1|R","Ligand","Receptor",2.412
"Neural","Neural","ADIPOR1|L","ADIPOR2|R","Ligand","Receptor",2.171
"Fibroblast","Neural","ADIPOR1|L","ADIPOR2|R","Ligand","Receptor",2.157
"Neural","MSC","FZR1|L","PTPRM|R","Ligand","Receptor",2.463
"MSC","MSC","FZR1|L","PTPRM|R","Ligand","Receptor",2.56
"Neural","Neural","CALM1|L","PTPRA|R","Ligand","Receptor",2.526
"Neural","MSC","CALM1|L","PTPRA|R","Ligand","Receptor",2.606
"Neural","Fibroblast","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.39
"MSC","Fibroblast","TNFSF12|L","TNFRSF12A|R","Ligand","Receptor",2.596
"Neural","MSC","CALM2|L","INSR|R","Ligand","Receptor",2.378
"MSC","MSC","CALM2|L","INSR|R","Ligand","Receptor",2.337
"MSC","Fibroblast","ADAM15|L","ITGA5|R","Ligand","Receptor",2.607
"Fibroblast","Fibroblast","ADAM15|L","ITGA5|R","Ligand","Receptor",2.679
"Megakaryocyte","Fibroblast","ADAM15|L","ITGA5|R","Ligand","Receptor",2.444
"MSC","MSC","IGF2R|L","INSR|R","Ligand","Receptor",2.46
"Megakaryocyte","MSC","IGF2R|L","INSR|R","Ligand","Receptor",2.434
"Megakaryocyte","Myeloid","IGF2R|L","INSR|R","Ligand","Receptor",2.276
"Megakaryocyte","MSC","IGF2R|L","IGF2R|R","Ligand","Receptor",2.446
"MSC","Megakaryocyte","IGF2R|L","IGF2R|R","Ligand","Receptor",2.446
"Megakaryocyte","Megakaryocyte","IGF2R|L","IGF2R|R","Ligand","Receptor",2.421
"Neural","MSC","WNT5A|L","RYK|R","Ligand","Receptor",2.355
"Fibroblast","MSC","WNT5A|L","RYK|R","Ligand","Receptor",2.513
"Fibroblast","Myeloid","WNT5A|L","RYK|R","Ligand","Receptor",2.32
"MSC","Fibroblast","HRAS|L","CAV1|R","Ligand","Receptor",2.479
"Fibroblast","MSC","HRAS|L","CAV1|R","Ligand","Receptor",2.633
"Fibroblast","Fibroblast","HRAS|L","CAV1|R","Ligand","Receptor",2.779
"Neural","MSC","PSEN1|L","NCSTN|R","Ligand","Receptor",2.547
"MSC","MSC","PSEN1|L","NCSTN|R","Ligand","Receptor",2.594
"Fibroblast","MSC","PSEN1|L","NCSTN|R","Ligand","Receptor",2.497
"Neural","Fibroblast","TGFB1|L","CAV1|R","Ligand","Receptor",2.441
"MSC","Fibroblast","TGFB1|L","CAV1|R","Ligand","Receptor",2.569
"Fibroblast","Fibroblast","TGFB1|L","CAV1|R","Ligand","Receptor",2.561
"MSC","MSC","COL4A1|L","CD47|R","Ligand","Receptor",2.523
"Fibroblast","MSC","COL4A1|L","CD47|R","Ligand","Receptor",2.595
"Fibroblast","Megakaryocyte","COL4A1|L","CD47|R","Ligand","Receptor",2.457
"MSC","MSC","TGM2|L","ITGB1|R","Ligand","Receptor",2.525
"Fibroblast","MSC","TGM2|L","ITGB1|R","Ligand","Receptor",2.813
"Fibroblast","Fibroblast","TGM2|L","ITGB1|R","Ligand","Receptor",2.658
"MSC","MSC","ADAM12|L","ITGB1|R","Ligand","Receptor",2.598
"Fibroblast","MSC","ADAM12|L","ITGB1|R","Ligand","Receptor",2.732
"Fibroblast","Fibroblast","ADAM12|L","ITGB1|R","Ligand","Receptor",2.576
"MSC","MSC","HMGB1|L","SDC1|R","Ligand","Receptor",2.566
"MSC","Fibroblast","HMGB1|L","SDC1|R","Ligand","Receptor",2.395
"Megakaryocyte","MSC","HMGB1|L","SDC1|R","Ligand","Receptor",2.541
"MSC","Fibroblast","VEGFA|L","GPC1|R","Ligand","Receptor",2.457
"Fibroblast","Fibroblast","VEGFA|L","GPC1|R","Ligand","Receptor",2.387
"Myeloid","Fibroblast","VEGFA|L","GPC1|R","Ligand","Receptor",2.971
"MSC","Fibroblast","DCUN1D1|L","MET|R","Ligand","Receptor",2.357
"Myeloid","Fibroblast","DCUN1D1|L","MET|R","Ligand","Receptor",2.264
"MSC","Myeloid","DCUN1D1|L","MET|R","Ligand","Receptor",2.2
"MSC","MSC","SDC1|L","HSPG2|R","Ligand","Receptor",2.589
"MSC","Fibroblast","SDC1|L","HSPG2|R","Ligand","Receptor",2.471
"Fibroblast","MSC","SDC1|L","HSPG2|R","Ligand","Receptor",2.418
"Neural","MSC","COL8A1|L","ITGA1|R","Ligand","Receptor",2.44
"MSC","MSC","COL8A1|L","ITGA1|R","Ligand","Receptor",2.562
"Fibroblast","MSC","COL8A1|L","ITGA1|R","Ligand","Receptor",2.586
"Neural","MSC","LAMC1|L","ITGA1|R","Ligand","Receptor",2.489
"MSC","MSC","LAMC1|L","ITGA1|R","Ligand","Receptor",2.703
"Fibroblast","MSC","LAMC1|L","ITGA1|R","Ligand","Receptor",2.641
"Neural","Neural","CALM1|L","FAS|R","Ligand","Receptor",2.441
"Neural","MSC","CALM1|L","FAS|R","Ligand","Receptor",2.548
"Neural","Fibroblast","CALM1|L","FAS|R","Ligand","Receptor",2.441
"Fibroblast","Neural","DKK1|L","LRP6|R","Ligand","Receptor",2.39
"Fibroblast","MSC","DKK1|L","LRP6|R","Ligand","Receptor",2.442
"Fibroblast","Fibroblast","DKK1|L","LRP6|R","Ligand","Receptor",2.34
"Neural","Fibroblast","FZR1|L","ITGAE|R","Ligand","Receptor",2.458
"MSC","Fibroblast","FZR1|L","ITGAE|R","Ligand","Receptor",2.555
"Fibroblast","Fibroblast","FZR1|L","ITGAE|R","Ligand","Receptor",2.408
"Neural","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.429
"MSC","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.602
"Fibroblast","MSC","COL4A1|L","ITGA1|R","Ligand","Receptor",2.675
"Neural","MSC","LTBP1|L","ITGB5|R","Ligand","Receptor",2.425
"MSC","MSC","LTBP1|L","ITGB5|R","Ligand","Receptor",2.601
"Fibroblast","MSC","LTBP1|L","ITGB5|R","Ligand","Receptor",2.503
"MSC","Neural","GABPB1|L","TFR2|R","Ligand","Receptor",2.387
"MSC","MSC","GABPB1|L","TFR2|R","Ligand","Receptor",2.387
"MSC","Fibroblast","GABPB1|L","TFR2|R","Ligand","Receptor",2.451
"MSC","Megakaryocyte","GABPB1|L","TFR2|R","Ligand","Receptor",2.387
"Neural","MSC","SERPINE1|L","ITGB5|R","Ligand","Receptor",2.444
"MSC","MSC","SERPINE1|L","ITGB5|R","Ligand","Receptor",2.444
"Fibroblast","MSC","SERPINE1|L","ITGB5|R","Ligand","Receptor",2.602
"Megakaryocyte","MSC","SERPINE1|L","ITGB5|R","Ligand","Receptor",2.444
"MSC","Neural","IGF1|L","IGF2R|R","Ligand","Receptor",2.544
"MSC","MSC","IGF1|L","IGF2R|R","Ligand","Receptor",2.706
"MSC","Fibroblast","IGF1|L","IGF2R|R","Ligand","Receptor",2.544
"MSC","Megakaryocyte","IGF1|L","IGF2R|R","Ligand","Receptor",2.681
"Neural","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.415
"MSC","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.542
"Fibroblast","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.534
"Megakaryocyte","MSC","TGFB1|L","TGFBR3|R","Ligand","Receptor",2.415
"Neural","Fibroblast","ADAM10|L","AXL|R","Ligand","Receptor",2.51
"MSC","Fibroblast","ADAM10|L","AXL|R","Ligand","Receptor",2.648
"Myeloid","Fibroblast","ADAM10|L","AXL|R","Ligand","Receptor",3.007
"Myeloid","Megakaryocyte","ADAM10|L","AXL|R","Ligand","Receptor",2.843
"Fibroblast","Neural","FN1|L","NT5E|R","Ligand","Receptor",2.784
"Fibroblast","MSC","FN1|L","NT5E|R","Ligand","Receptor",3.004
"Fibroblast","Fibroblast","FN1|L","NT5E|R","Ligand","Receptor",2.941
"Fibroblast","Megakaryocyte","FN1|L","NT5E|R","Ligand","Receptor",2.784
"MSC","MSC","TGFB1|L","ENG|R","Ligand","Receptor",2.383
"MSC","Fibroblast","TGFB1|L","ENG|R","Ligand","Receptor",2.375
"Fibroblast","MSC","TGFB1|L","ENG|R","Ligand","Receptor",2.375
"Fibroblast","Fibroblast","TGFB1|L","ENG|R","Ligand","Receptor",2.367
"MSC","Neural","APP|L","GPC1|R","Ligand","Receptor",2.613
"MSC","MSC","APP|L","GPC1|R","Ligand","Receptor",2.679
"MSC","Fibroblast","APP|L","GPC1|R","Ligand","Receptor",2.771
"MSC","Megakaryocyte","APP|L","GPC1|R","Ligand","Receptor",2.613
"MSC","MSC","MMP2|L","SDC2|R","Ligand","Receptor",2.653
"Fibroblast","Neural","MMP2|L","SDC2|R","Ligand","Receptor",2.576
"Fibroblast","MSC","MMP2|L","SDC2|R","Ligand","Receptor",2.921
"Fibroblast","Fibroblast","MMP2|L","SDC2|R","Ligand","Receptor",2.655
"Neural","MSC","SDC1|L","TNC|R","Ligand","Receptor",2.594
"MSC","MSC","SDC1|L","TNC|R","Ligand","Receptor",2.844
"Fibroblast","MSC","SDC1|L","TNC|R","Ligand","Receptor",2.673
"Megakaryocyte","MSC","SDC1|L","TNC|R","Ligand","Receptor",2.594
"MSC","Neural","NID1|L","PTPRF|R","Ligand","Receptor",2.827
"MSC","MSC","NID1|L","PTPRF|R","Ligand","Receptor",2.74
"MSC","Fibroblast","NID1|L","PTPRF|R","Ligand","Receptor",2.677
"MSC","Megakaryocyte","NID1|L","PTPRF|R","Ligand","Receptor",2.677
"Fibroblast","Neural","CTHRC1|L","FZD5|R","Ligand","Receptor",2.479
"Fibroblast","MSC","CTHRC1|L","FZD5|R","Ligand","Receptor",2.711
"Fibroblast","Fibroblast","CTHRC1|L","FZD5|R","Ligand","Receptor",2.479
"Fibroblast","Myeloid","CTHRC1|L","FZD5|R","Ligand","Receptor",2.479
"MSC","Neural","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.371
"MSC","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.562
"MSC","Megakaryocyte","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.519
"Fibroblast","MSC","TNFSF12|L","TNFRSF25|R","Ligand","Receptor",2.357
"Fibroblast","Neural","COL1A1|L","ITGA11|R","Ligand","Receptor",2.75
"Fibroblast","MSC","COL1A1|L","ITGA11|R","Ligand","Receptor",2.839
"Fibroblast","Fibroblast","COL1A1|L","ITGA11|R","Ligand","Receptor",2.9
"Fibroblast","Megakaryocyte","COL1A1|L","ITGA11|R","Ligand","Receptor",2.75
"Neural","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.565
"MSC","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.752
"Fibroblast","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.643
"Megakaryocyte","MSC","SEMA4C|L","PLXNB2|R","Ligand","Receptor",2.565
"Neural","MSC","COL5A2|L","ITGA1|R","Ligand","Receptor",2.428
"MSC","MSC","COL5A2|L","ITGA1|R","Ligand","Receptor",2.607
"Fibroblast","MSC","COL5A2|L","ITGA1|R","Ligand","Receptor",2.552
"Megakaryocyte","MSC","COL5A2|L","ITGA1|R","Ligand","Receptor",2.428
"Neural","MSC","TGFB1|L","SDC2|R","Ligand","Receptor",2.449
"MSC","MSC","TGFB1|L","SDC2|R","Ligand","Receptor",2.577
"Fibroblast","MSC","TGFB1|L","SDC2|R","Ligand","Receptor",2.568
"Megakaryocyte","MSC","TGFB1|L","SDC2|R","Ligand","Receptor",2.449
"MSC","Neural","PRSS23|L","TMEM222|R","Ligand","Receptor",2.504
"MSC","MSC","PRSS23|L","TMEM222|R","Ligand","Receptor",2.683
"MSC","Fibroblast","PRSS23|L","TMEM222|R","Ligand","Receptor",2.654
"MSC","Megakaryocyte","PRSS23|L","TMEM222|R","Ligand","Receptor",2.632
"MSC","MSC","ADAM15|L","ITGB1|R","Ligand","Receptor",2.645
"Fibroblast","MSC","ADAM15|L","ITGB1|R","Ligand","Receptor",2.716
"MSC","Fibroblast","ADAM15|L","ITGB1|R","Ligand","Receptor",2.489
"Fibroblast","Fibroblast","ADAM15|L","ITGB1|R","Ligand","Receptor",2.56
"Neural","MSC","COL6A3|L","ITGA1|R","Ligand","Receptor",2.432
