Ligand,Receptor,Ligand.Cluster,Receptor.Cluster,isReceptor_fst,isReceptor_scn,MeanLR
RPSA,DUSP18,Fibroblast,Neural,False,False,2.327
RPSA,DUSP18,Fibroblast,MSC,False,False,2.4290000000000003
RPSA,DUSP18,Megakaryocyte,Neural,False,False,2.408
RPSA,DUSP18,Megakaryocyte,MSC,False,False,2.511
RPSA,DUSP18,Megakaryocyte,Fibroblast,False,False,2.408
RPSA,DUSP18,Megakaryocyte,Megakaryocyte,False,False,2.408
RPSA,DUSP18,Megakaryocyte,Myeloid,False,False,2.408
DUSP18,ITGB1,Neural,MSC,False,True,2.314
DUSP18,ITGB1,MSC,MSC,False,True,2.417
DUSP18,ITGB1,Neural,Megakaryocyte,False,True,2.449
DUSP18,ITGB1,MSC,Megakaryocyte,False,True,2.551
DUSP18,ITGB1,Fibroblast,Megakaryocyte,False,True,2.449
DUSP18,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.449
DUSP18,ITGB1,Myeloid,Megakaryocyte,False,True,2.449
LAMA4,ITGAV,MSC,Neural,False,True,2.501
LAMA4,ITGAV,Neural,MSC,False,True,2.54
LAMA4,ITGAV,MSC,MSC,False,True,2.951
LAMA4,ITGAV,Fibroblast,MSC,False,True,2.59
LAMA4,ITGAV,Megakaryocyte,MSC,False,True,2.54
LAMA4,ITGAV,Myeloid,MSC,False,True,2.54
LAMA4,ITGAV,MSC,Fibroblast,False,True,2.501
COL4A1,CD47,Neural,MSC,False,True,2.319
COL4A1,CD47,MSC,MSC,False,True,2.526
COL4A1,CD47,MSC,Megakaryocyte,False,True,2.573
COL4A1,CD47,Fibroblast,MSC,False,True,2.387
COL4A1,CD47,Fibroblast,Megakaryocyte,False,True,2.434
COL4A1,CD47,Megakaryocyte,Megakaryocyte,False,True,2.366
COL4A1,CD47,Myeloid,Megakaryocyte,False,True,2.366
LGALS3BP,ITGB1,MSC,Neural,False,True,2.383
LGALS3BP,ITGB1,MSC,MSC,False,True,2.614
LGALS3BP,ITGB1,MSC,Fibroblast,False,True,2.504
LGALS3BP,ITGB1,MSC,Megakaryocyte,False,True,2.748
LGALS3BP,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.417
LGALS3BP,ITGB1,Myeloid,Megakaryocyte,False,True,2.456
LGALS3BP,ITGB1,MSC,Myeloid,False,True,2.354
COL1A1,ITGAV,Neural,MSC,False,True,2.481
COL1A1,ITGAV,MSC,Neural,False,True,2.595
COL1A1,ITGAV,MSC,MSC,False,True,3.0439999999999996
COL1A1,ITGAV,MSC,Megakaryocyte,False,True,2.595
COL1A1,ITGAV,Fibroblast,MSC,False,True,2.605
COL1A1,ITGAV,Megakaryocyte,MSC,False,True,2.481
COL1A1,ITGAV,Myeloid,MSC,False,True,2.481
GZMB,PGRMC1,Megakaryocyte,Neural,False,True,2.318
GZMB,PGRMC1,Megakaryocyte,MSC,False,True,2.461
GZMB,PGRMC1,Neural,Megakaryocyte,False,True,2.38
GZMB,PGRMC1,MSC,Megakaryocyte,False,True,2.38
GZMB,PGRMC1,Fibroblast,Megakaryocyte,False,True,2.38
GZMB,PGRMC1,Megakaryocyte,Megakaryocyte,False,True,2.611
GZMB,PGRMC1,Myeloid,Megakaryocyte,False,True,2.38
GZMB,PGRMC1,Megakaryocyte,Myeloid,False,True,2.444
COL1A1,ITGA11,Neural,MSC,False,True,2.367
COL1A1,ITGA11,MSC,Neural,False,True,2.5810000000000004
COL1A1,ITGA11,MSC,MSC,False,True,2.93
COL1A1,ITGA11,MSC,Fibroblast,False,True,2.5810000000000004
COL1A1,ITGA11,MSC,Megakaryocyte,False,True,2.5810000000000004
COL1A1,ITGA11,MSC,Myeloid,False,True,2.5810000000000004
COL1A1,ITGA11,Fibroblast,MSC,False,True,2.49
COL1A1,ITGA11,Myeloid,MSC,False,True,2.367
DLK1,NOTCH3,Neural,MSC,False,True,2.681
DLK1,NOTCH3,MSC,MSC,False,True,2.681
DLK1,NOTCH3,Fibroblast,MSC,False,True,2.822
DLK1,NOTCH3,Megakaryocyte,Neural,False,True,3.1689999999999996
DLK1,NOTCH3,Megakaryocyte,MSC,False,True,3.747
DLK1,NOTCH3,Megakaryocyte,Fibroblast,False,True,3.1689999999999996
DLK1,NOTCH3,Megakaryocyte,Megakaryocyte,False,True,3.1689999999999996
DLK1,NOTCH3,Megakaryocyte,Myeloid,False,True,3.1689999999999996
BDNF,F11R,Neural,Megakaryocyte,False,True,2.6319999999999997
BDNF,F11R,MSC,Megakaryocyte,False,True,2.6319999999999997
BDNF,F11R,Fibroblast,Megakaryocyte,False,True,2.702
BDNF,F11R,Fibroblast,Myeloid,False,True,2.45
BDNF,F11R,Megakaryocyte,Megakaryocyte,False,True,2.7089999999999996
BDNF,F11R,Megakaryocyte,Myeloid,False,True,2.456
BDNF,F11R,Myeloid,Megakaryocyte,False,True,2.6319999999999997
BDNF,F11R,Myeloid,Myeloid,False,True,2.379
MIF4GD,CD74,Neural,Fibroblast,False,True,2.4019999999999997
MIF4GD,CD74,Neural,Megakaryocyte,False,True,2.4019999999999997
MIF4GD,CD74,MSC,Fibroblast,False,True,2.365
MIF4GD,CD74,Megakaryocyte,Neural,False,True,2.5069999999999997
MIF4GD,CD74,Megakaryocyte,MSC,False,True,2.7289999999999996
MIF4GD,CD74,Megakaryocyte,Fibroblast,False,True,2.867
MIF4GD,CD74,Megakaryocyte,Megakaryocyte,False,True,2.867
MIF4GD,CD74,Megakaryocyte,Myeloid,False,True,2.461
HSPG2,ITGB1,MSC,Neural,False,True,2.3930000000000002
HSPG2,ITGB1,MSC,MSC,False,True,2.6239999999999997
HSPG2,ITGB1,MSC,Fibroblast,False,True,2.5140000000000002
HSPG2,ITGB1,Neural,Megakaryocyte,False,True,2.385
HSPG2,ITGB1,MSC,Megakaryocyte,False,True,2.758
HSPG2,ITGB1,Fibroblast,Megakaryocyte,False,True,2.5340000000000003
HSPG2,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.459
HSPG2,ITGB1,Myeloid,Megakaryocyte,False,True,2.525
VWF,ITGA2B,Neural,Megakaryocyte,False,True,3.0860000000000003
VWF,ITGA2B,MSC,Megakaryocyte,False,True,3.2289999999999996
VWF,ITGA2B,Fibroblast,Neural,False,True,2.7289999999999996
VWF,ITGA2B,Fibroblast,Fibroblast,False,True,2.7739999999999996
VWF,ITGA2B,Fibroblast,Megakaryocyte,False,True,3.7
VWF,ITGA2B,Fibroblast,Myeloid,False,True,2.8819999999999997
VWF,ITGA2B,Megakaryocyte,Megakaryocyte,False,True,3.28
VWF,ITGA2B,Myeloid,Megakaryocyte,False,True,3.0860000000000003
VWF,GP1BA,Neural,Megakaryocyte,False,False,2.9619999999999997
VWF,GP1BA,MSC,Megakaryocyte,False,False,3.1060000000000003
VWF,GP1BA,Fibroblast,MSC,False,False,2.7430000000000003
VWF,GP1BA,Fibroblast,Fibroblast,False,False,2.7430000000000003
VWF,GP1BA,Fibroblast,Megakaryocyte,False,False,3.577
VWF,GP1BA,Fibroblast,Myeloid,False,False,2.7430000000000003
VWF,GP1BA,Megakaryocyte,Megakaryocyte,False,False,3.157
VWF,GP1BA,Myeloid,Megakaryocyte,False,False,2.9619999999999997
TGFB1,ITGAV,Neural,MSC,False,True,2.5540000000000003
TGFB1,ITGAV,MSC,MSC,False,True,2.737
TGFB1,ITGAV,Fibroblast,MSC,False,True,2.59
TGFB1,ITGAV,Megakaryocyte,Neural,False,True,2.833
TGFB1,ITGAV,Megakaryocyte,MSC,False,True,3.283
TGFB1,ITGAV,Megakaryocyte,Fibroblast,False,True,2.833
TGFB1,ITGAV,Megakaryocyte,Megakaryocyte,False,True,2.833
TGFB1,ITGAV,Megakaryocyte,Myeloid,False,True,2.833
FN1,ITGB1,Neural,Megakaryocyte,False,True,2.316
FN1,ITGB1,MSC,Neural,False,True,2.279
FN1,ITGB1,MSC,MSC,False,True,2.51
FN1,ITGB1,MSC,Fibroblast,False,True,2.4
FN1,ITGB1,MSC,Megakaryocyte,False,True,2.6439999999999997
FN1,ITGB1,Fibroblast,MSC,False,True,2.316
FN1,ITGB1,Fibroblast,Megakaryocyte,False,True,2.45
FN1,ITGB1,Myeloid,Megakaryocyte,False,True,2.316
COL1A1,CD36,MSC,Neural,False,True,2.705
COL1A1,CD36,MSC,MSC,False,True,2.679
COL1A1,CD36,MSC,Fibroblast,False,True,2.737
COL1A1,CD36,MSC,Megakaryocyte,False,True,3.109
COL1A1,CD36,MSC,Myeloid,False,True,2.5980000000000003
COL1A1,CD36,Fibroblast,Megakaryocyte,False,True,2.6689999999999996
COL1A1,CD36,Megakaryocyte,Megakaryocyte,False,True,2.545
COL1A1,CD36,Myeloid,Megakaryocyte,False,True,2.545
COL4A1,ITGB1,Neural,Megakaryocyte,False,True,2.406
COL4A1,ITGB1,MSC,MSC,False,True,2.479
COL4A1,ITGB1,MSC,Fibroblast,False,True,2.3680000000000003
COL4A1,ITGB1,MSC,Megakaryocyte,False,True,2.613
COL4A1,ITGB1,Fibroblast,MSC,False,True,2.34
COL4A1,ITGB1,Fibroblast,Megakaryocyte,False,True,2.474
COL4A1,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.406
COL4A1,ITGB1,Myeloid,Megakaryocyte,False,True,2.406
GSTP1,TRAF2,Fibroblast,Neural,False,False,2.329
GSTP1,TRAF2,Fibroblast,MSC,False,False,2.329
GSTP1,TRAF2,Fibroblast,Fibroblast,False,False,2.502
GSTP1,TRAF2,Megakaryocyte,Neural,False,False,2.421
GSTP1,TRAF2,Megakaryocyte,MSC,False,False,2.421
GSTP1,TRAF2,Megakaryocyte,Fibroblast,False,False,2.594
GSTP1,TRAF2,Megakaryocyte,Megakaryocyte,False,False,2.421
GSTP1,TRAF2,Megakaryocyte,Myeloid,False,False,2.421
LGALS1,ITGB1,MSC,Neural,False,True,2.21
LGALS1,ITGB1,MSC,MSC,False,True,2.4419999999999997
LGALS1,ITGB1,Fibroblast,MSC,False,True,2.228
LGALS1,ITGB1,Megakaryocyte,MSC,False,True,2.276
LGALS1,ITGB1,MSC,Fibroblast,False,True,2.331
LGALS1,ITGB1,MSC,Megakaryocyte,False,True,2.576
LGALS1,ITGB1,Fibroblast,Megakaryocyte,False,True,2.362
LGALS1,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.41
ADAM15,ITGB1,Neural,MSC,False,True,2.285
ADAM15,ITGB1,MSC,MSC,False,True,2.314
ADAM15,ITGB1,Myeloid,MSC,False,True,2.477
ADAM15,ITGB1,Neural,Megakaryocyte,False,True,2.42
ADAM15,ITGB1,MSC,Megakaryocyte,False,True,2.448
ADAM15,ITGB1,Fibroblast,Megakaryocyte,False,True,2.42
ADAM15,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.42
ADAM15,ITGB1,Myeloid,Megakaryocyte,False,True,2.611
LTF,GP9,Neural,Megakaryocyte,False,False,3.3160000000000003
LTF,GP9,MSC,Megakaryocyte,False,False,3.3160000000000003
LTF,GP9,Fibroblast,Megakaryocyte,False,False,3.3160000000000003
LTF,GP9,Megakaryocyte,Megakaryocyte,False,False,3.3160000000000003
LTF,GP9,Myeloid,Neural,False,False,3.299
LTF,GP9,Myeloid,MSC,False,False,3.295
LTF,GP9,Myeloid,Fibroblast,False,False,3.324
LTF,GP9,Myeloid,Megakaryocyte,False,False,4.513999999999999
LTF,GP9,Myeloid,Myeloid,False,False,3.2769999999999997
CALM3,MYLK,Neural,Megakaryocyte,False,False,2.5380000000000003
CALM3,MYLK,MSC,Megakaryocyte,False,False,2.562
CALM3,MYLK,Fibroblast,Megakaryocyte,False,False,2.725
CALM3,MYLK,Megakaryocyte,Neural,False,False,2.807
CALM3,MYLK,Megakaryocyte,MSC,False,False,2.772
CALM3,MYLK,Megakaryocyte,Fibroblast,False,False,2.804
CALM3,MYLK,Megakaryocyte,Megakaryocyte,False,False,3.264
CALM3,MYLK,Megakaryocyte,Myeloid,False,False,2.772
CALM3,MYLK,Myeloid,Megakaryocyte,False,False,2.7089999999999996
COL1A2,ITGA11,Neural,MSC,False,True,2.354
COL1A2,ITGA11,MSC,Neural,False,True,2.614
COL1A2,ITGA11,MSC,MSC,False,True,2.963
COL1A2,ITGA11,MSC,Fibroblast,False,True,2.614
COL1A2,ITGA11,MSC,Megakaryocyte,False,True,2.614
COL1A2,ITGA11,MSC,Myeloid,False,True,2.614
COL1A2,ITGA11,Fibroblast,MSC,False,True,2.411
COL1A2,ITGA11,Megakaryocyte,MSC,False,True,2.354
COL1A2,ITGA11,Myeloid,MSC,False,True,2.354
LEPR,LEPR,MSC,Neural,True,True,2.6010000000000004
LEPR,LEPR,Neural,MSC,True,True,2.6010000000000004
LEPR,LEPR,MSC,MSC,True,True,3.28
LEPR,LEPR,Fibroblast,MSC,True,True,2.6010000000000004
LEPR,LEPR,Megakaryocyte,MSC,True,True,2.6010000000000004
LEPR,LEPR,Myeloid,MSC,True,True,2.6010000000000004
LEPR,LEPR,MSC,Fibroblast,True,True,2.6010000000000004
LEPR,LEPR,MSC,Megakaryocyte,True,True,2.6010000000000004
LEPR,LEPR,MSC,Myeloid,True,True,2.6010000000000004
CALM3,GP6,Neural,Megakaryocyte,False,True,2.589
CALM3,GP6,MSC,Megakaryocyte,False,True,2.613
CALM3,GP6,Fibroblast,Megakaryocyte,False,True,2.7760000000000002
CALM3,GP6,Megakaryocyte,Neural,False,True,2.799
CALM3,GP6,Megakaryocyte,MSC,False,True,2.799
CALM3,GP6,Megakaryocyte,Fibroblast,False,True,2.9130000000000003
CALM3,GP6,Megakaryocyte,Megakaryocyte,False,True,3.315
CALM3,GP6,Megakaryocyte,Myeloid,False,True,2.799
CALM3,GP6,Myeloid,Megakaryocyte,False,True,2.76
ALOX5,ALOX5AP,Neural,Myeloid,False,False,2.79
ALOX5,ALOX5AP,MSC,Myeloid,False,False,2.79
ALOX5,ALOX5AP,Fibroblast,Myeloid,False,False,2.79
ALOX5,ALOX5AP,Megakaryocyte,Myeloid,False,False,2.79
ALOX5,ALOX5AP,Myeloid,Neural,False,False,2.549
ALOX5,ALOX5AP,Myeloid,MSC,False,False,2.549
ALOX5,ALOX5AP,Myeloid,Fibroblast,False,False,2.549
ALOX5,ALOX5AP,Myeloid,Megakaryocyte,False,False,2.752
ALOX5,ALOX5AP,Myeloid,Myeloid,False,False,3.228
COL1A2,ITGA2B,Neural,Megakaryocyte,False,True,2.971
COL1A2,ITGA2B,MSC,Neural,False,True,2.608
COL1A2,ITGA2B,MSC,MSC,False,True,2.608
COL1A2,ITGA2B,MSC,Fibroblast,False,True,2.653
COL1A2,ITGA2B,MSC,Megakaryocyte,False,True,3.5789999999999997
COL1A2,ITGA2B,MSC,Myeloid,False,True,2.761
COL1A2,ITGA2B,Fibroblast,Megakaryocyte,False,True,3.0269999999999997
COL1A2,ITGA2B,Megakaryocyte,Megakaryocyte,False,True,2.971
COL1A2,ITGA2B,Myeloid,Megakaryocyte,False,True,2.971
THBS1,ITGA2B,Neural,Megakaryocyte,False,True,3.0610000000000004
THBS1,ITGA2B,MSC,Neural,False,True,2.6260000000000003
THBS1,ITGA2B,MSC,MSC,False,True,2.6260000000000003
THBS1,ITGA2B,MSC,Fibroblast,False,True,2.6710000000000003
THBS1,ITGA2B,MSC,Megakaryocyte,False,True,3.597
THBS1,ITGA2B,MSC,Myeloid,False,True,2.779
THBS1,ITGA2B,Fibroblast,Megakaryocyte,False,True,3.0610000000000004
THBS1,ITGA2B,Megakaryocyte,Megakaryocyte,False,True,3.228
THBS1,ITGA2B,Myeloid,Megakaryocyte,False,True,3.0610000000000004
COL1A2,ITGAV,MSC,Neural,False,True,2.628
COL1A2,ITGAV,Neural,MSC,False,True,2.469
COL1A2,ITGAV,MSC,MSC,False,True,3.0780000000000003
COL1A2,ITGAV,Fibroblast,MSC,False,True,2.525
COL1A2,ITGAV,Megakaryocyte,MSC,False,True,2.469
COL1A2,ITGAV,Myeloid,MSC,False,True,2.469
COL1A2,ITGAV,MSC,Fibroblast,False,True,2.628
COL1A2,ITGAV,MSC,Megakaryocyte,False,True,2.628
COL1A2,ITGAV,MSC,Myeloid,False,True,2.628
LAMC1,ITGB1,Neural,MSC,False,True,2.282
LAMC1,ITGB1,MSC,MSC,False,True,2.282
LAMC1,ITGB1,Fibroblast,MSC,False,True,2.282
LAMC1,ITGB1,Megakaryocyte,MSC,False,True,2.282
LAMC1,ITGB1,Myeloid,MSC,False,True,2.282
LAMC1,ITGB1,Neural,Megakaryocyte,False,True,2.416
LAMC1,ITGB1,MSC,Megakaryocyte,False,True,2.416
LAMC1,ITGB1,Fibroblast,Megakaryocyte,False,True,2.416
LAMC1,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.416
LAMC1,ITGB1,Myeloid,Megakaryocyte,False,True,2.416
C1QA,CD93,Neural,MSC,False,True,2.351
C1QA,CD93,Neural,Megakaryocyte,False,True,2.355
C1QA,CD93,MSC,MSC,False,True,2.351
C1QA,CD93,MSC,Megakaryocyte,False,True,2.355
C1QA,CD93,Fibroblast,MSC,False,True,2.351
C1QA,CD93,Fibroblast,Megakaryocyte,False,True,2.355
C1QA,CD93,Megakaryocyte,MSC,False,True,2.351
C1QA,CD93,Megakaryocyte,Megakaryocyte,False,True,2.355
C1QA,CD93,Myeloid,MSC,False,True,2.351
C1QA,CD93,Myeloid,Megakaryocyte,False,True,2.355
CD14,ITGB1,Neural,MSC,True,True,2.307
CD14,ITGB1,MSC,MSC,True,True,2.307
CD14,ITGB1,Fibroblast,MSC,True,True,2.307
CD14,ITGB1,Megakaryocyte,MSC,True,True,2.307
CD14,ITGB1,Myeloid,MSC,True,True,2.307
CD14,ITGB1,Neural,Megakaryocyte,True,True,2.441
CD14,ITGB1,MSC,Megakaryocyte,True,True,2.441
CD14,ITGB1,Fibroblast,Megakaryocyte,True,True,2.441
CD14,ITGB1,Megakaryocyte,Megakaryocyte,True,True,2.441
CD14,ITGB1,Myeloid,Megakaryocyte,True,True,2.441
CD14,ITGB2,Neural,MSC,True,True,2.269
CD14,ITGB2,MSC,MSC,True,True,2.269
CD14,ITGB2,Fibroblast,MSC,True,True,2.269
CD14,ITGB2,Megakaryocyte,MSC,True,True,2.269
CD14,ITGB2,Myeloid,MSC,True,True,2.269
CD14,ITGB2,Neural,Myeloid,True,True,2.38
CD14,ITGB2,MSC,Myeloid,True,True,2.38
CD14,ITGB2,Fibroblast,Myeloid,True,True,2.38
CD14,ITGB2,Megakaryocyte,Myeloid,True,True,2.38
CD14,ITGB2,Myeloid,Myeloid,True,True,2.38
ADAM12,ITGB1,Neural,MSC,False,True,2.3
ADAM12,ITGB1,Neural,Megakaryocyte,False,True,2.434
ADAM12,ITGB1,MSC,MSC,False,True,2.3
ADAM12,ITGB1,MSC,Megakaryocyte,False,True,2.434
ADAM12,ITGB1,Fibroblast,MSC,False,True,2.3
ADAM12,ITGB1,Fibroblast,Megakaryocyte,False,True,2.434
ADAM12,ITGB1,Megakaryocyte,MSC,False,True,2.3
ADAM12,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.434
ADAM12,ITGB1,Myeloid,MSC,False,True,2.3
ADAM12,ITGB1,Myeloid,Megakaryocyte,False,True,2.434
ICAM1,ITGB2,Neural,MSC,True,True,2.307
ICAM1,ITGB2,MSC,MSC,True,True,2.307
ICAM1,ITGB2,Fibroblast,MSC,True,True,2.307
ICAM1,ITGB2,Megakaryocyte,MSC,True,True,2.307
ICAM1,ITGB2,Myeloid,MSC,True,True,2.307
ICAM1,ITGB2,Neural,Myeloid,True,True,2.418
ICAM1,ITGB2,MSC,Myeloid,True,True,2.418
ICAM1,ITGB2,Fibroblast,Myeloid,True,True,2.418
ICAM1,ITGB2,Megakaryocyte,Myeloid,True,True,2.418
ICAM1,ITGB2,Myeloid,Myeloid,True,True,2.418
DUSP18,ITGA6,MSC,Neural,False,True,2.3169999999999997
DUSP18,ITGA6,Fibroblast,Neural,False,True,2.214
DUSP18,ITGA6,MSC,MSC,False,True,2.3169999999999997
DUSP18,ITGA6,Fibroblast,MSC,False,True,2.214
DUSP18,ITGA6,MSC,Fibroblast,False,True,2.3169999999999997
DUSP18,ITGA6,Fibroblast,Fibroblast,False,True,2.214
DUSP18,ITGA6,MSC,Megakaryocyte,False,True,2.3169999999999997
DUSP18,ITGA6,Fibroblast,Megakaryocyte,False,True,2.214
DUSP18,ITGA6,MSC,Myeloid,False,True,2.3169999999999997
DUSP18,ITGA6,Fibroblast,Myeloid,False,True,2.214
DUSP18,ITGB4,MSC,Neural,False,True,2.3169999999999997
DUSP18,ITGB4,Fibroblast,Neural,False,True,2.214
DUSP18,ITGB4,MSC,MSC,False,True,2.3169999999999997
DUSP18,ITGB4,Fibroblast,MSC,False,True,2.214
DUSP18,ITGB4,MSC,Fibroblast,False,True,2.3169999999999997
DUSP18,ITGB4,Fibroblast,Fibroblast,False,True,2.214
DUSP18,ITGB4,MSC,Megakaryocyte,False,True,2.3169999999999997
DUSP18,ITGB4,Fibroblast,Megakaryocyte,False,True,2.214
DUSP18,ITGB4,MSC,Myeloid,False,True,2.3169999999999997
DUSP18,ITGB4,Fibroblast,Myeloid,False,True,2.214
ITGA4,CD14,Megakaryocyte,Neural,True,True,2.275
ITGA4,CD14,Myeloid,Neural,True,True,2.1590000000000003
ITGA4,CD14,Megakaryocyte,MSC,True,True,2.275
ITGA4,CD14,Myeloid,MSC,True,True,2.1590000000000003
ITGA4,CD14,Megakaryocyte,Fibroblast,True,True,2.275
ITGA4,CD14,Myeloid,Fibroblast,True,True,2.1590000000000003
ITGA4,CD14,Megakaryocyte,Megakaryocyte,True,True,2.275
ITGA4,CD14,Myeloid,Megakaryocyte,True,True,2.1590000000000003
ITGA4,CD14,Megakaryocyte,Myeloid,True,True,2.275
ITGA4,CD14,Myeloid,Myeloid,True,True,2.1590000000000003
OSM,OSMR,MSC,Neural,False,True,2.293
OSM,OSMR,MSC,MSC,False,True,2.293
OSM,OSMR,MSC,Fibroblast,False,True,2.293
OSM,OSMR,MSC,Megakaryocyte,False,True,2.293
OSM,OSMR,MSC,Myeloid,False,True,2.293
OSM,OSMR,Fibroblast,Neural,False,True,2.191
OSM,OSMR,Fibroblast,MSC,False,True,2.191
OSM,OSMR,Fibroblast,Fibroblast,False,True,2.191
OSM,OSMR,Fibroblast,Megakaryocyte,False,True,2.191
OSM,OSMR,Fibroblast,Myeloid,False,True,2.191
COL9A2,ITGB1,Neural,MSC,False,True,2.345
COL9A2,ITGB1,MSC,MSC,False,True,2.345
COL9A2,ITGB1,Fibroblast,MSC,False,True,2.345
COL9A2,ITGB1,Megakaryocyte,MSC,False,True,2.345
COL9A2,ITGB1,Myeloid,MSC,False,True,2.345
COL9A2,ITGB1,Neural,Megakaryocyte,False,True,2.479
COL9A2,ITGB1,MSC,Megakaryocyte,False,True,2.479
COL9A2,ITGB1,Fibroblast,Megakaryocyte,False,True,2.479
COL9A2,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.479
COL9A2,ITGB1,Myeloid,Megakaryocyte,False,True,2.479
ADAM9,ITGA6,MSC,Neural,False,True,2.325
ADAM9,ITGA6,Myeloid,Neural,False,True,2.222
ADAM9,ITGA6,MSC,MSC,False,True,2.325
ADAM9,ITGA6,Myeloid,MSC,False,True,2.222
ADAM9,ITGA6,MSC,Fibroblast,False,True,2.325
ADAM9,ITGA6,Myeloid,Fibroblast,False,True,2.222
ADAM9,ITGA6,MSC,Megakaryocyte,False,True,2.325
ADAM9,ITGA6,Myeloid,Megakaryocyte,False,True,2.222
ADAM9,ITGA6,MSC,Myeloid,False,True,2.325
ADAM9,ITGA6,Myeloid,Myeloid,False,True,2.222
VEGFC,ITGB1,Neural,MSC,False,True,2.302
VEGFC,ITGB1,MSC,MSC,False,True,2.302
VEGFC,ITGB1,Fibroblast,MSC,False,True,2.302
VEGFC,ITGB1,Megakaryocyte,MSC,False,True,2.302
VEGFC,ITGB1,Myeloid,MSC,False,True,2.302
VEGFC,ITGB1,Neural,Megakaryocyte,False,True,2.436
VEGFC,ITGB1,MSC,Megakaryocyte,False,True,2.436
VEGFC,ITGB1,Fibroblast,Megakaryocyte,False,True,2.436
VEGFC,ITGB1,Megakaryocyte,Megakaryocyte,False,True,2.436
VEGFC,ITGB1,Myeloid,Megakaryocyte,False,True,2.436
CD40LG,ITGB2,Neural,MSC,False,True,2.307
CD40LG,ITGB2,MSC,MSC,False,True,2.307
CD40LG,ITGB2,Fibroblast,MSC,False,True,2.307
CD40LG,ITGB2,Megakaryocyte,MSC,False,True,2.307
CD40LG,ITGB2,Myeloid,MSC,False,True,2.307
CD40LG,ITGB2,Neural,Myeloid,False,True,2.418
CD40LG,ITGB2,MSC,Myeloid,False,True,2.418
CD40LG,ITGB2,Fibroblast,Myeloid,False,True,2.418
CD40LG,ITGB2,Megakaryocyte,Myeloid,False,True,2.418
CD40LG,ITGB2,Myeloid,Myeloid,False,True,2.418
ZG16B,TLR6,Megakaryocyte,Neural,False,True,2.484
ZG16B,TLR6,Megakaryocyte,MSC,False,True,2.484
ZG16B,TLR6,Megakaryocyte,Fibroblast,False,True,2.484
ZG16B,TLR6,Megakaryocyte,Megakaryocyte,False,True,2.484
ZG16B,TLR6,Megakaryocyte,Myeloid,False,True,2.484
ZG16B,TLR6,Myeloid,Neural,False,True,2.428
ZG16B,TLR6,Myeloid,MSC,False,True,2.428
ZG16B,TLR6,Myeloid,Fibroblast,False,True,2.428
ZG16B,TLR6,Myeloid,Megakaryocyte,False,True,2.428
ZG16B,TLR6,Myeloid,Myeloid,False,True,2.428
ABCA1,CALM1,Neural,Fibroblast,False,False,2.21
ABCA1,CALM1,Neural,Megakaryocyte,False,False,2.238
ABCA1,CALM1,MSC,Fibroblast,False,False,2.21
ABCA1,CALM1,MSC,Megakaryocyte,False,False,2.238
ABCA1,CALM1,Fibroblast,Fibroblast,False,False,2.21
ABCA1,CALM1,Fibroblast,Megakaryocyte,False,False,2.238
ABCA1,CALM1,Megakaryocyte,Fibroblast,False,False,2.21
ABCA1,CALM1,Megakaryocyte,Megakaryocyte,False,False,2.238
ABCA1,CALM1,Myeloid,Fibroblast,False,False,2.21
ABCA1,CALM1,Myeloid,Megakaryocyte,False,False,2.238
INHBA,ENG,Neural,MSC,False,False,2.426
INHBA,ENG,Neural,Fibroblast,False,False,2.3930000000000002
INHBA,ENG,MSC,MSC,False,False,2.426
INHBA,ENG,MSC,Fibroblast,False,False,2.3930000000000002
INHBA,ENG,Fibroblast,MSC,False,False,2.426
INHBA,ENG,Fibroblast,Fibroblast,False,False,2.3930000000000002
INHBA,ENG,Megakaryocyte,MSC,False,False,2.426
INHBA,ENG,Megakaryocyte,Fibroblast,False,False,2.3930000000000002
INHBA,ENG,Myeloid,MSC,False,False,2.426
INHBA,ENG,Myeloid,Fibroblast,False,False,2.3930000000000002
MMP2,SDC2,MSC,Neural,False,False,2.2680000000000002
MMP2,SDC2,MSC,MSC,False,False,2.2680000000000002
MMP2,SDC2,MSC,Fibroblast,False,False,2.2680000000000002
MMP2,SDC2,MSC,Megakaryocyte,False,False,2.2680000000000002
MMP2,SDC2,MSC,Myeloid,False,False,2.2680000000000002
MMP2,SDC2,Fibroblast,Neural,False,False,2.193
MMP2,SDC2,Fibroblast,MSC,False,False,2.193
MMP2,SDC2,Fibroblast,Fibroblast,False,False,2.193
MMP2,SDC2,Fibroblast,Megakaryocyte,False,False,2.193
MMP2,SDC2,Fibroblast,Myeloid,False,False,2.193
OSM,LIFR,MSC,Neural,False,True,2.254
OSM,LIFR,MSC,MSC,False,True,2.254
OSM,LIFR,MSC,Fibroblast,False,True,2.254
OSM,LIFR,MSC,Megakaryocyte,False,True,2.254
OSM,LIFR,MSC,Myeloid,False,True,2.254
